Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
KEGG_2021_Human	Viral myocarditis	21/60	4.681797e-06	8.757714e-05	0	0	3.863721e+00	4.741492e+01	HLA-DRB5;LAMA2;LAMA1;HLA-B;HLA-C;HLA-A;ACTG1;ICAM1;SGCD;HLA-DMB;HLA-DPB1;DMD;SGCG;MYH6;CD55;HLA-DQA1;HLA-DRB1;HLA-DPA1;HLA-DQB1;MYH7;EIF4G1
KEGG_2021_Human	Tyrosine metabolism	15/36	9.395066e-06	1.659795e-04	0	0	5.118025e+00	5.924281e+01	AOC3;DDC;ADH1C;HGD;ADH1B;ADH1A;GOT2;DBH;ADH7;COMT;GSTZ1;ADH4;ALDH3A1;TPO;AOX1
KEGG_2021_Human	Other glycan degradation	10/18	1.331247e-05	2.228087e-04	0	0	8.944898e+00	1.004227e+02	GLB1;MAN2B2;FUCA1;HEXB;FUCA2;GBA;HEXA;HEXD;MAN2B1;ENGASE
KEGG_2021_Human	Ascorbate and aldarate metabolism	13/30	2.233470e-05	3.382111e-04	0	0	5.476069e+00	5.864525e+01	UGT2B10;UGT2B11;UGT2B15;AKR1A1;ALDH1B1;UGT2A3;UGT2B4;UGT2A2;UGT2A1;UGT1A8;ALDH7A1;UGT1A6;ALDH9A1
KEGG_2021_Human	beta-Alanine metabolism	13/30	2.233470e-05	3.382111e-04	0	0	5.476069e+00	5.864525e+01	AOC3;ECHS1;ABAT;CNDP1;ALDH3A1;HADHA;ALDH1B1;ACOX1;EHHADH;DPYD;ALDH7A1;HIBCH;ALDH9A1
KEGG_2021_Human	Amoebiasis	28/102	2.764931e-05	3.996582e-04	0	0	2.717416e+00	2.852176e+01	SERPINB10;LAMA5;ITGAM;LAMA2;LAMC3;LAMA1;LAMA4;LAMA3;LAMC2;LAMC1;C8B;C8A;RELA;C8G;MUC2;IL12A;CTSG;SERPINB3;LAMB3;FN1;LAMB1;ACTN4;COL1A1;PLCB3;COL3A1;COL1A2;COL4A2;GNAS
KEGG_2021_Human	Glycine, serine and threonine metabolism	15/40	4.196097e-05	5.801560e-04	0	0	4.298160e+00	4.332016e+01	DMGDH;AOC3;GAMT;GLDC;SHMT2;AGXT2;SHMT1;GCAT;GRHPR;BHMT;GATM;CHDH;SARDH;AGXT;ALDH7A1
KEGG_2021_Human	Lysosome	32/128	5.869538e-05	7.777138e-04	0	0	2.394838e+00	2.333326e+01	ASAH1;IDUA;HEXB;HEXA;GBA;TCIRG1;CTSS;SGSH;GGA2;GGA3;GNPTAB;LAMP3;CLTCL1;ATP6V0A2;CTSG;AP3S1;CTSD;ARSB;CTSC;CTSB;FUCA1;GAA;FUCA2;AP3D1;AP3B1;IGF2R;GALC;GALNS;NPC1;GLB1;PPT1;MAN2B1
KEGG_2021_Human	Arrhythmogenic right ventricular cardiomyopathy	22/77	1.015386e-04	1.291571e-03	0	0	2.868745e+00	2.637831e+01	DSP;RYR2;ACTN3;LAMA2;ACTN2;LAMA1;ACTG1;SGCD;DES;ITGA8;PKP2;ITGA7;ITGAV;DSG2;ITGA6;CTNNA3;DMD;ITGA5;CACNA1S;EMD;SGCG;ITGA9
KEGG_2021_Human	Pentose and glucuronate interconversions	13/34	1.075181e-04	1.315029e-03	0	0	4.431996e+00	4.049892e+01	UGT2B10;UGT2B11;UGT2B15;AKR1A1;SORD;AKR1B10;UGT2A3;UGT2B4;UGT2A2;UGT2A1;UGT1A8;XYLB;UGT1A6
KEGG_2021_Human	Citrate cycle (TCA cycle)	12/30	1.186753e-04	1.397731e-03	0	0	4.771786e+00	4.313275e+01	ACLY;PDHA1;SUCLA2;IDH1;OGDH;DLST;SUCLG2;ACO1;DLAT;PCK1;SDHA;PCK2
KEGG_2021_Human	Protein digestion and absorption	26/103	2.359554e-04	2.679779e-03	0	0	2.422595e+00	2.023320e+01	COL18A1;CELA3B;COL15A1;CPB1;COL14A1;COL12A1;SLC1A5;COL10A1;PRSS2;CPA3;COL28A1;CELA2B;COL23A1;COL1A1;COL3A1;COL1A2;COL4A2;COL5A1;CTRL;MEP1A;COL6A2;COL7A1;COL6A1;COL6A3;COL6A6;COL6A5
KEGG_2021_Human	Steroid hormone biosynthesis	18/61	2.719713e-04	2.923472e-03	0	0	2.999314e+00	2.462381e+01	UGT2B10;UGT2B11;HSD3B2;UGT2B15;AKR1C3;AKR1C2;AKR1C4;COMT;HSD17B7;HSD11B2;CYP11A1;CYP1B1;UGT2A3;UGT2B4;UGT2A2;UGT2A1;UGT1A8;UGT1A6
KEGG_2021_Human	Peroxisome	22/82	2.757992e-04	2.923472e-03	0	0	2.628931e+00	2.154629e+01	ABCD4;PECR;MVK;EPHX2;IDH1;ECI2;ECH1;ACSL5;HSD17B4;PEX2;CROT;DHRS4;AMACR;ACOX2;ACOX1;EHHADH;PEX5;NUDT19;ACAA1;AGXT;XDH;CRAT
KEGG_2021_Human	Glutathione metabolism	17/57	3.467600e-04	3.557086e-03	0	0	3.044413e+00	2.425446e+01	GGT5;GSTM3;G6PD;GPX1;GSTM1;GPX4;GSTO1;GSTP1;GSS;IDH1;GSR;GPX8;OPLAH;PGD;GSTA3;ANPEP;GSTA2
KEGG_2021_Human	PPAR signaling pathway	20/74	4.626845e-04	4.597927e-03	0	0	2.654220e+00	2.038033e+01	CPT1A;ACSL5;SORBS1;CYP8B1;CYP27A1;FABP1;ACADL;CPT2;ACOX2;ACOX1;FABP6;EHHADH;PLIN4;ACSBG1;PLIN2;PLIN1;ACAA1;PCK1;PLIN5;PCK2
KEGG_2021_Human	Glyoxylate and dicarboxylate metabolism	11/30	5.540240e-04	5.338776e-03	0	0	4.141991e+00	3.105790e+01	GRHPR;MCEE;PCCA;GLDC;SHMT2;SHMT1;PGP;ACO1;MMUT;AGXT;ACAT2
KEGG_2021_Human	Nicotinate and nicotinamide metabolism	12/35	6.352177e-04	5.941154e-03	0	0	3.733376e+00	2.748341e+01	NT5C;BST1;PNP;NAPRT;QPRT;ASPDH;AOX1;ENPP1;SIRT5;ENPP3;NADK;SIRT3
KEGG_2021_Human	Histidine metabolism	9/22	7.008143e-04	6.367399e-03	0	0	4.950664e+00	3.595800e+01	ALDH3A1;AOC1;HAL;ALDH1B1;HNMT;ALDH7A1;CNDP1;FTCD;ALDH9A1
KEGG_2021_Human	Galactose metabolism	11/31	7.641030e-04	6.749577e-03	0	0	3.934667e+00	2.823835e+01	HK3;MGAM;AKR1B10;GLB1;SI;GAA;HKDC1;PGM2;PFKM;PGM1;GANC
KEGG_2021_Human	Bile secretion	22/90	1.094207e-03	9.404264e-03	0	0	2.318583e+00	1.580746e+01	UGT2B10;ABCC4;ABCG8;ABCC2;UGT2B11;ABCB1;AQP9;UGT2B15;EPHX1;SLC4A2;ABCB11;SLC4A4;SLCO1B1;NCEH1;SLCO1B3;GNAS;UGT2A3;UGT2B4;UGT2A2;UGT2A1;UGT1A8;UGT1A6
KEGG_2021_Human	Human papillomavirus infection	59/331	2.088005e-03	1.747330e-02	0	0	1.560030e+00	9.627798e+00	PATJ;CDKN1B;LAMC3;TNC;UBE3A;CHD4;LAMC2;LAMC1;TCIRG1;TNN;EP300;TNR;ITGAV;ATP6V1E2;MAP2K2;VWF;HLA-B;HLA-C;PPP2R5A;TSC1;HLA-A;TUBG2;COL4A2;COL6A2;COL6A1;ITGA8;COL6A3;ITGA7;COL6A6;ITGA6;COL6A5;ITGA5;LLGL2;ITGA9;LAMA5;TNXB;LAMA2;LAMA1;LAMA4;LAMA3;UBR4;THBS1;EGFR;RELA;THBS3;WNT6;ATP6V0A2;LAMB3;STAT2;MX2;MX1;FN1;ISG15;LAMB1;PPP2R3A;COL1A1;DLG1;COL1A2;GNAS
KEGG_2021_Human	Arginine and proline metabolism	14/50	2.201702e-03	1.795234e-02	0	0	2.782956e+00	1.702759e+01	GAMT;AOC1;GOT2;PYCR3;PRODH2;CNDP1;AGMAT;ALDH4A1;GATM;ALDH1B1;ALDH18A1;PRODH;ALDH7A1;ALDH9A1
KEGG_2021_Human	Arachidonic acid metabolism	16/61	2.319303e-03	1.843846e-02	0	0	2.545190e+00	1.544037e+01	GGT5;PLA2G4F;GPX1;EPHX2;PLA2G4C;CYP4F3;GPX8;AKR1C3;ALOX12;PTGS1;CYP2C9;CYP2C8;CYP2B6;TBXAS1;LTA4H;CBR3
KEGG_2021_Human	Hypertrophic cardiomyopathy	21/90	2.597391e-03	2.005394e-02	0	0	2.180099e+00	1.297867e+01	MYBPC3;RYR2;LAMA2;LAMA1;AGT;ACTG1;TTN;SGCD;DES;ITGA8;ITGA7;ITGAV;ITGA6;DMD;ITGA5;CACNA1S;EMD;SGCG;MYH6;ITGA9;MYH7
KEGG_2021_Human	Dilated cardiomyopathy	22/96	2.648634e-03	2.005394e-02	0	0	2.129858e+00	1.263796e+01	MYBPC3;RYR2;LAMA2;LAMA1;AGT;ACTG1;TTN;SGCD;DES;ITGA8;GNAS;ITGA7;ITGAV;ITGA6;DMD;ITGA5;CACNA1S;EMD;SGCG;MYH6;ITGA9;MYH7
KEGG_2021_Human	Caffeine metabolism	4/6	2.787086e-03	2.061147e-02	0	0	1.428176e+01	8.401614e+01	CYP2A7;CYP2A6;NAT2;XDH
KEGG_2021_Human	Toxoplasmosis	24/112	4.413636e-03	3.177500e-02	0	0	1.953874e+00	1.059597e+01	LAMA5;HLA-DRB5;LAMA2;LAMB3;LAMC3;LAMA1;LAMA4;HSPA6;LAMA3;XIAP;LAMC2;LAMB1;LAMC1;IRAK4;RELA;HLA-DMB;HLA-DPB1;IL12A;ITGA6;HLA-DQA1;HLA-DRB1;HSPA1B;HLA-DPA1;HLA-DQB1
KEGG_2021_Human	Type I diabetes mellitus	12/43	4.580963e-03	3.177500e-02	0	0	2.768659e+00	1.491157e+01	HLA-DRB5;HLA-DMB;PTPRN2;HLA-B;HLA-DPB1;HLA-C;IL12A;HLA-A;HLA-DQA1;HLA-DRB1;HLA-DPA1;HLA-DQB1
KEGG_2021_Human	Renin-angiotensin system	8/23	4.596384e-03	3.177500e-02	0	0	3.811854e+00	2.051725e+01	CPA3;ENPEP;KLK1;CMA1;ANPEP;PREP;CTSG;AGT
KEGG_2021_Human	Allograft rejection	11/38	4.816084e-03	3.224008e-02	0	0	2.913404e+00	1.554532e+01	HLA-DRB5;HLA-DMB;HLA-B;HLA-DPB1;HLA-C;IL12A;HLA-A;HLA-DQA1;HLA-DRB1;HLA-DPA1;HLA-DQB1
KEGG_2021_Human	Butanoate metabolism	9/28	4.903096e-03	3.224008e-02	0	0	3.386137e+00	1.800710e+01	HADHA;ECHS1;ALDH5A1;BDH2;EHHADH;ABAT;ACSM5;HADH;ACAT2
KEGG_2021_Human	Leishmaniasis	18/77	4.967811e-03	3.224008e-02	0	0	2.183942e+00	1.158532e+01	HLA-DRB5;ITGAM;CR1;NCF1;NCF2;CYBA;IRAK4;RELA;C3;HLA-DMB;FCGR2A;EEF1A2;HLA-DPB1;IL12A;HLA-DQA1;HLA-DRB1;HLA-DPA1;HLA-DQB1
KEGG_2021_Human	Glycosaminoglycan degradation	7/19	5.538999e-03	3.522803e-02	0	0	4.168229e+00	2.165788e+01	GALNS;IDUA;GLB1;HEXB;HEXA;ARSB;SGSH
KEGG_2021_Human	Glycerolipid metabolism	15/61	6.039299e-03	3.765680e-02	0	0	2.333156e+00	1.192118e+01	DGKG;PNLIPRP2;DGAT1;MOGAT2;AKR1A1;CEL;LCLAT1;LIPC;TKFC;AKR1B10;ALDH1B1;GPAM;ALDH7A1;ALDH9A1;PNPLA2
KEGG_2021_Human	Cholesterol metabolism	13/50	6.239363e-03	3.815610e-02	0	0	2.513160e+00	1.275901e+01	ABCG8;LRPAP1;LRP1;APOA4;ABCB11;CYP27A1;LIPC;NCEH1;NPC1;APOH;APOE;LPA;APOB
KEGG_2021_Human	Coronavirus disease	42/232	6.414057e-03	3.848434e-02	0	0	1.586130e+00	8.008790e+00	NRP1;RPL10;C1R;F13A1;CGAS;ADAR;RPL8;C8B;C8A;EGFR;RELA;C4B;C3;IFIH1;C4A;C5;C6;C8G;C7;PLCG2;RPL14;CASP1;RPL13;IL12A;PLCG1;FGB;FGA;VWF;DDX58;STAT2;MX2;MMP3;MX1;ISG15;IRAK4;F2;SELP;MAVS;FCGR2A;STING1;F13B;MASP1
KEGG_2021_Human	Cell adhesion molecules	29/148	7.219623e-03	4.251556e-02	0	0	1.746382e+00	8.611325e+00	ITGAM;NRXN1;ICAM3;ICAM1;ALCAM;HLA-DMB;CLDN23;ITGAV;NCAM2;CD99;HLA-DQA1;HLA-DPA1;HLA-DRB5;HLA-B;HLA-C;HLA-A;SELP;VCAN;PTPRC;CD6;ITGA8;PECAM1;HLA-DPB1;CD226;ITGA6;SIGLEC1;HLA-DRB1;HLA-DQB1;ITGA9
KEGG_2021_Human	One carbon pool by folate	7/20	7.629702e-03	4.411355e-02	0	0	3.847377e+00	1.875868e+01	ALDH1L1;DHFR2;ATIC;MTHFD1;SHMT2;SHMT1;FTCD
KEGG_2021_Human	Diabetic cardiomyopathy	37/203	9.010840e-03	5.116870e-02	0	0	1.598233e+00	7.526601e+00	RYR2;NDUFB9;NCF1;NDUFB6;IRS1;NCF2;COX4I2;UQCR10;RELA;GYS2;GYS1;CPT2;MPC1;MPC2;NDUFV3;CTSD;G6PD;PDHA1;NDUFA6;PARP1;CMA1;GSR;CYBA;NDUFC1;SDHA;MMP9;AGT;COL1A1;PLCB3;COL3A1;COL1A2;TBC1D4;UQCRC1;ATP5PO;NDUFS2;UQCRC2;SLC25A6
KEGG_2021_Human	Autoimmune thyroid disease	13/53	1.042739e-02	5.737315e-02	0	0	2.324275e+00	1.060641e+01	HLA-DRB5;HLA-B;HLA-C;HLA-A;TSHR;TPO;HLA-DMB;TG;HLA-DPB1;HLA-DQA1;HLA-DRB1;HLA-DPA1;HLA-DQB1
KEGG_2021_Human	Folate biosynthesis	8/26	1.046428e-02	5.737315e-02	0	0	3.176001e+00	1.448189e+01	DHFR2;MOCS2;AKR1B10;ALPP;MOCOS;AKR1C3;ALPG;MOCS1
KEGG_2021_Human	Influenza A	32/172	1.074845e-02	5.793232e-02	0	0	1.638032e+00	7.425191e+00	TPSB2;RNASEL;CALCOCO2;ADAR;PLG;RELA;ACTG1;ICAM1;IFIH1;HLA-DMB;CASP1;EP300;TRIM25;IL12A;TPSAB1;PRSS2;HLA-DQA1;HLA-DPA1;HLA-DRB5;MAP2K2;DDX58;MX2;STAT2;MX1;IRAK4;PML;DNAJC3;MAVS;HLA-DPB1;HLA-DRB1;HLA-DQB1;SLC25A6
KEGG_2021_Human	Amino sugar and nucleotide sugar metabolism	12/48	1.165003e-02	6.174516e-02	0	0	2.383442e+00	1.061215e+01	CYB5R2;GMPPB;HK3;CHIA;HEXB;HKDC1;HEXA;UAP1L1;PGM3;PGM2;NANS;PGM1
KEGG_2021_Human	Antigen processing and presentation	17/78	1.272510e-02	6.533675e-02	0	0	1.993941e+00	8.701914e+00	HLA-DRB5;HSPA4;HSPA6;HLA-B;HLA-C;TAP1;HLA-A;CTSS;HLA-DMB;HLA-DPB1;PSME2;HLA-DQA1;HLA-DRB1;HSPA1B;CTSB;HLA-DPA1;HLA-DQB1
KEGG_2021_Human	Primary bile acid biosynthesis	6/17	1.276031e-02	6.533675e-02	0	0	3.896199e+00	1.699294e+01	CYP27A1;AMACR;ACOX2;HSD17B4;AKR1C4;CYP8B1
KEGG_2021_Human	Fat digestion and absorption	11/43	1.294407e-02	6.533675e-02	0	0	2.457483e+00	1.068297e+01	FABP1;PNLIPRP2;ABCG8;DGAT1;MOGAT2;MTTP;GOT2;APOA4;CEL;APOB;ACAT2
KEGG_2021_Human	Fatty acid elongation	8/27	1.330067e-02	6.608768e-02	0	0	3.008672e+00	1.299729e+01	HADHA;ACAA2;ECHS1;THEM5;ACOT2;PPT1;HADH;ACOT4
KEGG_2021_Human	Small cell lung cancer	19/92	1.549182e-02	7.493842e-02	0	0	1.862436e+00	7.761595e+00	LAMA5;CDKN1B;LAMA2;LAMB3;LAMC3;LAMA1;LAMA4;LAMA3;FN1;XIAP;LAMC2;LAMB1;LAMC1;TRAF1;FHIT;RELA;COL4A2;ITGAV;ITGA6
KEGG_2021_Human	Fructose and mannose metabolism	9/33	1.555326e-02	7.493842e-02	0	0	2.679927e+00	1.115783e+01	GMPPB;HK3;TKFC;AKR1B10;ENOSF1;HKDC1;SORD;FBP1;PFKM
KEGG_2021_Human	Fatty acid biosynthesis	6/18	1.718631e-02	8.157086e-02	0	0	3.571312e+00	1.451253e+01	FASN;ACSL5;ACSBG1;ACACB;ACSF3;CBR4
KEGG_2021_Human	ABC transporters	11/45	1.816621e-02	8.495376e-02	0	0	2.312661e+00	9.269587e+00	ABCD4;ABCC4;ABCG8;ABCB1;ABCC2;ABCB10;ABCA6;ABCC8;ABCC6;TAP1;ABCB11
KEGG_2021_Human	Pentose phosphate pathway	8/30	2.513164e-02	1.158241e-01	0	0	2.597953e+00	9.569893e+00	G6PD;H6PD;PGM2;PGD;TKT;FBP1;PFKM;PGM1
KEGG_2021_Human	Graft-versus-host disease	10/42	2.823254e-02	1.282564e-01	0	0	2.233163e+00	7.966319e+00	HLA-DRB5;HLA-DMB;HLA-B;HLA-DPB1;HLA-C;HLA-A;HLA-DQA1;HLA-DRB1;HLA-DPA1;HLA-DQB1
KEGG_2021_Human	Alanine, aspartate and glutamate metabolism	9/37	3.204527e-02	1.435267e-01	0	0	2.296555e+00	7.901541e+00	ALDH4A1;ALDH5A1;CPS1;AGXT2;GOT2;ASNS;ABAT;AGXT;ASS1
KEGG_2021_Human	Pantothenate and CoA biosynthesis	6/21	3.644632e-02	1.608847e-01	0	0	2.856561e+00	9.460686e+00	ALDH1B1;VNN2;DPYD;ENPP1;ENPP3;BCAT2
KEGG_2021_Human	Ubiquinone and other terpenoid-quinone biosynthesis	4/11	3.693264e-02	1.608847e-01	0	0	4.079339e+00	1.345635e+01	COQ3;COQ7;COQ6;COQ5
KEGG_2021_Human	Chemical carcinogenesis	39/239	3.948880e-02	1.691402e-01	0	0	1.396654e+00	4.513621e+00	GSTP1;XIAP;CACNA1A;AHR;EGFR;RELA;HSP90B1;DLL3;SULT1A1;CYP2B6;RPS6KA1;CYP1B1;UGT2A3;UGT2A2;CACNA1S;UGT2A1;UGT1A8;SULT1A2;UGT1A6;UGT2B10;GSTM3;GSTM1;MAP2K2;UGT2B11;GSTO1;EPHX2;UGT2B15;EPHX1;AIP;AKR1C2;CYP2C9;CYP2A7;CYP2C8;CYP2A6;GSTA3;NAT2;GSTA2;GNAS;UGT2B4
KEGG_2021_Human	Systemic lupus erythematosus	24/135	3.989155e-02	1.691402e-01	0	0	1.546976e+00	4.983722e+00	HLA-DRB5;C1R;ACTN4;C8B;C8A;C4B;C3;C4A;C5;C6;C8G;HLA-DMB;FCGR2A;C7;H3C14;H2BC21;H2BS1;HLA-DPB1;CTSG;H4C6;HLA-DQA1;HLA-DRB1;HLA-DPA1;HLA-DQB1
KEGG_2021_Human	Lysine degradation	13/63	4.083852e-02	1.708770e-01	0	0	1.858357e+00	5.943267e+00	ECHS1;DLST;PRDM2;PLOD1;ACAT2;DHTKD1;HADHA;HYKK;ALDH1B1;EHHADH;HADH;ALDH7A1;ALDH9A1
KEGG_2021_Human	Pertussis	15/76	4.208125e-02	1.715681e-01	0	0	1.757920e+00	5.569360e+00	ITGAM;CALML5;C1R;C4BPA;IRAK4;RELA;C4B;C3;C4A;CASP7;C5;CASP1;IL12A;ITGA5;SFTPA1
KEGG_2021_Human	Legionellosis	12/57	4.208274e-02	1.715681e-01	0	0	1.905773e+00	6.037714e+00	C3;HBS1L;BCL2L13;CASP7;ITGAM;CR1;EEF1A2;HSPA6;CASP1;IL12A;RELA;HSPA1B
KEGG_2021_Human	Ovarian steroidogenesis	11/51	4.307228e-02	1.733795e-01	0	0	1.965088e+00	6.179957e+00	PLA2G4F;HSD3B2;CYP11A1;PLA2G4C;LHB;ACOT2;AKR1C3;GNAS;CYP1B1;HSD17B7;ACOT4
KEGG_2021_Human	Platelet activation	22/124	4.845859e-02	1.915333e-01	0	0	1.542714e+00	4.669866e+00	FGB;MYLK2;FGA;PLA2G4F;VWF;ROCK2;PLA2G4C;F2;MYLK3;ACTG1;MYLK;PTGS1;COL1A1;PLCB3;COL3A1;COL1A2;FCGR2A;TBXAS1;PLCG2;GNAS;TLN1;PRKG1
