Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
MSigDB_Hallmark_2020	Apoptosis	8/161	4.550022e-02	1.336569e-01	0	0	2.095400e+00	6.474867e+00	GSTM1;GPX1;GSN;PDCD4;TAP1;CLU;NEFH;ADD1
MSigDB_Hallmark_2020	KRAS Signaling Up	9/200	5.906420e-02	1.632951e-01	0	0	1.888532e+00	5.342902e+00	AKAP12;PIGR;CFH;ALDH1A2;EPB41L3;SPARCL1;F13A1;MMP9;CBR4
MSigDB_Hallmark_2020	Pancreas Beta Cells	3/40	7.452622e-02	1.945963e-01	0	0	3.235268e+00	8.400711e+00	CHGA;PCSK1;SRP14
MSigDB_Hallmark_2020	Androgen Response	5/100	9.987352e-02	2.470556e-01	0	0	2.102447e+00	4.843725e+00	AKAP12;STEAP4;SORD;IQGAP2;PDLIM5
MSigDB_Hallmark_2020	Cholesterol Homeostasis	4/74	1.086345e-01	2.529501e-01	0	0	2.280903e+00	5.063072e+00	NIBAN1;ECH1;CLU;ACAT2
MSigDB_Hallmark_2020	Pperoxisome	5/104	1.130203e-01	2.529501e-01	0	0	2.017084e+00	4.397624e+00	ATXN1;ECI2;ECH1;HSD17B4;ACAA1
MSigDB_Hallmark_2020	Estrogen Response Early	8/200	1.204497e-01	2.573244e-01	0	0	1.666408e+00	3.526990e+00	NCOR2;LAD1;SVIL;MUC1;MLPH;MYBBP1A;KRT13;FLNB
MSigDB_Hallmark_2020	Myc Targets V2	3/58	1.703173e-01	3.480396e-01	0	0	2.174441e+00	3.848962e+00	NOP56;MYBBP1A;SORD
MSigDB_Hallmark_2020	UV Response Up	6/158	1.934191e-01	3.787792e-01	0	0	1.575448e+00	2.588296e+00	SULT1A1;TFRC;EPHX1;TAP1;ACAA1;ICAM1
MSigDB_Hallmark_2020	Protein Secretion	4/96	2.102868e-01	3.953392e-01	0	0	1.733506e+00	2.703026e+00	GOLGA4;DST;AP3B1;CTSC
MSigDB_Hallmark_2020	Allograft Rejection	7/200	2.220029e-01	4.013130e-01	0	0	1.447480e+00	2.178551e+00	EIF3J;HCLS1;FLNA;TAP1;HLA-A;MMP9;ICAM1
MSigDB_Hallmark_2020	Reactive Oxygen Species Pathway	2/49	3.394189e-01	5.908404e-01	0	0	1.693600e+00	1.829968e+00	PDLIM1;TXNRD2
MSigDB_Hallmark_2020	mTORC1 Signaling	6/200	3.679400e-01	5.963165e-01	0	0	1.231693e+00	1.231490e+00	NIBAN1;TFRC;PSMD13;SORD;CTSC;PGM1
MSigDB_Hallmark_2020	p53 Pathway	6/200	3.679400e-01	5.963165e-01	0	0	1.231693e+00	1.231490e+00	HSPA4L;AK1;EPHX1;TAP1;PLXNB2;XPC
MSigDB_Hallmark_2020	UV Response Dn	4/144	4.727698e-01	7.406727e-01	0	0	1.136345e+00	8.512890e-01	ATXN1;LAMC1;PDLIM5;SYNE1
MSigDB_Hallmark_2020	DNA Repair	4/150	5.044888e-01	7.648702e-01	0	0	1.089308e+00	7.453152e-01	AK1;HCLS1;XPC;UMPS
MSigDB_Hallmark_2020	Bile Acid Metabolism	3/112	5.211973e-01	7.655085e-01	0	0	1.094149e+00	7.129769e-01	ATXN1;HSD17B4;GC
MSigDB_Hallmark_2020	Hedgehog Signaling	1/36	5.916462e-01	8.178639e-01	0	0	1.135510e+00	5.959685e-01	MYH9
MSigDB_Hallmark_2020	Angiogenesis	1/36	5.916462e-01	8.178639e-01	0	0	1.135510e+00	5.959685e-01	POSTN
MSigDB_Hallmark_2020	Spermatogenesis	3/135	6.475704e-01	8.272126e-01	0	0	9.024311e-01	3.921314e-01	H1-6;HSPA4L;NEFH
MSigDB_Hallmark_2020	Wnt-beta Catenin Signaling	1/42	6.483259e-01	8.272126e-01	0	0	9.690393e-01	4.199446e-01	NCOR2
MSigDB_Hallmark_2020	TNF-alpha Signaling via NF-kB	4/200	7.269502e-01	8.272126e-01	0	0	8.093282e-01	2.580926e-01	TNC;TAP1;PDLIM5;ICAM1
MSigDB_Hallmark_2020	E2F Targets	4/200	7.269502e-01	8.272126e-01	0	0	8.093282e-01	2.580926e-01	NOP56;TFRC;PRKDC;MKI67
MSigDB_Hallmark_2020	Myc Targets V1	4/200	7.269502e-01	8.272126e-01	0	0	8.093282e-01	2.580926e-01	NOP56;EIF3J;RPL14;HDGF
MSigDB_Hallmark_2020	Oxidative Phosphorylation	4/200	7.269502e-01	8.272126e-01	0	0	8.093282e-01	2.580926e-01	BDH2;ECH1;ACAA1;SDHA
MSigDB_Hallmark_2020	KRAS Signaling Dn	4/200	7.269502e-01	8.272126e-01	0	0	8.093282e-01	2.580926e-01	SPRR3;TG;KRT13;PRODH
MSigDB_Hallmark_2020	TGF-beta Signaling	1/54	7.392112e-01	8.272126e-01	0	0	7.491721e-01	2.263785e-01	NCOR2
MSigDB_Hallmark_2020	Unfolded Protein Response	2/113	7.691505e-01	8.406994e-01	0	0	7.147516e-01	1.875998e-01	NOP56;BAG3
MSigDB_Hallmark_2020	Inflammatory Response	3/200	8.720349e-01	9.248596e-01	0	0	6.026463e-01	8.251784e-02	IFITM1;NMI;ICAM1
MSigDB_Hallmark_2020	IL-6/JAK/STAT3 Signaling	1/87	8.855039e-01	9.248596e-01	0	0	4.609160e-01	5.604668e-02	A2M
MSigDB_Hallmark_2020	G2-M Checkpoint	2/200	9.588501e-01	9.588501e-01	0	0	3.988969e-01	1.676188e-02	DMD;MKI67
MSigDB_Hallmark_2020	Glycolysis	2/200	9.588501e-01	9.588501e-01	0	0	3.988969e-01	1.676188e-02	PYGB;AKR1A1
