Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Cellular_Component_2021	integral component of lumenal side of endoplasmic reticulum membrane (GO:0071556)	8/28	4.773242e-09	8.114512e-08	0	0	2.753287e+01	5.275363e+02	HLA-DRB5;HLA-B;HLA-DPB1;HLA-C;HLA-A;HLA-DRB1;HLA-DPA1;HLA-DQB1
GO_Cellular_Component_2021	lumenal side of endoplasmic reticulum membrane (GO:0098553)	8/28	4.773242e-09	8.114512e-08	0	0	2.753287e+01	5.275363e+02	HLA-DRB5;HLA-B;HLA-DPB1;HLA-C;HLA-A;HLA-DRB1;HLA-DPA1;HLA-DQB1
GO_Cellular_Component_2021	MHC class II protein complex (GO:0042613)	5/13	7.752413e-07	1.216533e-05	0	0	4.259948e+01	5.993786e+02	HLA-DRB5;HLA-DPB1;HLA-DRB1;HLA-DPA1;HLA-DQB1
GO_Cellular_Component_2021	ER to Golgi transport vesicle membrane (GO:0012507)	8/54	1.147236e-06	1.590646e-05	0	0	1.195500e+01	1.635224e+02	HLA-DRB5;HLA-B;HLA-DPB1;HLA-C;HLA-A;HLA-DRB1;HLA-DPA1;HLA-DQB1
GO_Cellular_Component_2021	endoplasmic reticulum lumen (GO:0005788)	17/285	1.198318e-06	1.590646e-05	0	0	4.451290e+00	6.069153e+01	COL15A1;SERPINA1;PRKCSH;MTTP;ERAP1;TNC;MIA3;LAMB1;LAMC1;CP;COL6A2;DNAJC10;SPARCL1;COL6A3;APOB;CHGB;CES1
GO_Cellular_Component_2021	integral component of endoplasmic reticulum membrane (GO:0030176)	12/142	1.293476e-06	1.590646e-05	0	0	6.407856e+00	8.687885e+01	ANKLE2;HLA-DRB5;EMC1;HLA-B;HLA-DPB1;HLA-C;TAP1;RRBP1;HLA-A;HLA-DRB1;HLA-DPA1;HLA-DQB1
GO_Cellular_Component_2021	coated vesicle membrane (GO:0030662)	8/55	1.325539e-06	1.590646e-05	0	0	1.170004e+01	1.583448e+02	HLA-DRB5;HLA-B;HLA-DPB1;HLA-C;HLA-A;HLA-DRB1;HLA-DPA1;HLA-DQB1
GO_Cellular_Component_2021	COPII-coated ER to Golgi transport vesicle (GO:0030134)	9/79	2.371623e-06	2.666190e-05	0	0	8.858346e+00	1.147327e+02	HLA-DRB5;SERPINA1;HLA-B;HLA-DPB1;HLA-C;HLA-A;HLA-DRB1;HLA-DPA1;HLA-DQB1
GO_Cellular_Component_2021	lysosome (GO:0005764)	22/477	2.502347e-06	2.666190e-05	0	0	3.422123e+00	4.413951e+01	ASAH1;HLA-DRB5;IFITM2;AHNAK;GAA;HEXB;HPS4;HSPG2;CP;ELAPOR1;FYCO1;ANPEP;HLA-DPB1;MAN2B1;APOB;HRG;GC;TINAG;HLA-DRB1;CTSB;HLA-DQB1;HLA-DPA1
GO_Cellular_Component_2021	transport vesicle membrane (GO:0030658)	8/60	2.613912e-06	2.666190e-05	0	0	1.057235e+01	1.359040e+02	HLA-DRB5;HLA-B;HLA-DPB1;HLA-C;HLA-A;HLA-DRB1;HLA-DPA1;HLA-DQB1
GO_Cellular_Component_2021	polymeric cytoskeletal fiber (GO:0099513)	15/256	6.352611e-06	6.171108e-05	0	0	4.342346e+00	5.196331e+01	FLG;MACF1;SYNM;ACTN3;DST;COBL;MYO9B;EVPL;PPL;CLIP1;KRT16;HCLS1;EPPK1;HLA-DRB1;PLEC
GO_Cellular_Component_2021	cortical cytoskeleton (GO:0030863)	7/58	2.186224e-05	2.023873e-04	0	0	9.399809e+00	1.008670e+02	AKAP13;GSN;MLPH;EPB41;CAPN2;HCLS1;BSN
GO_Cellular_Component_2021	endocytic vesicle membrane (GO:0030666)	11/158	2.281818e-05	2.023873e-04	0	0	5.171727e+00	5.527517e+01	HLA-DRB5;DMBT1;HLA-B;HLA-DPB1;HLA-C;TAP1;HLA-A;APOB;HLA-DRB1;HLA-DPA1;HLA-DQB1
GO_Cellular_Component_2021	cortical actin cytoskeleton (GO:0030864)	6/42	3.222937e-05	2.739496e-04	0	0	1.138310e+01	1.177312e+02	AKAP13;GSN;MLPH;CAPN2;COBL;HCLS1
GO_Cellular_Component_2021	lysosomal lumen (GO:0043202)	8/86	3.897312e-05	3.180206e-04	0	0	7.038910e+00	7.146351e+01	ASAH1;HEXB;GAA;MAN2B1;APOB;GC;HSPG2;CTSB
GO_Cellular_Component_2021	MHC class I protein complex (GO:0042612)	3/6	6.085484e-05	4.774765e-04	0	0	6.770790e+01	6.572419e+02	HLA-B;HLA-C;HLA-A
GO_Cellular_Component_2021	hemidesmosome (GO:0030056)	3/7	1.053366e-04	7.958766e-04	0	0	5.077835e+01	4.650459e+02	DST;EPPK1;PLEC
GO_Cellular_Component_2021	spectrin-associated cytoskeleton (GO:0014731)	3/8	1.667049e-04	1.214564e-03	0	0	4.062062e+01	3.533704e+02	SPTA1;EPB41;SPTB
GO_Cellular_Component_2021	intracellular non-membrane-bounded organelle (GO:0043232)	33/1158	2.139707e-04	1.505173e-03	0	0	2.088286e+00	1.764533e+01	MACF1;EPB41;HEATR1;WASHC2C;RRBP1;MKI67;PPL;WASHC2A;SYNE1;GOLGA3;RNF213;ATXN1;IFI16;FLNA;LRRFIP1;MDN1;NOP56;GSN;CR1;PIH1D1;PLA2G4C;FTSJ3;SMTN;CPS1;KRT16;AKAP9;PLIN4;CMPK1;PLIN3;EPPK1;KANK4;CES1;KANK3
GO_Cellular_Component_2021	cornified envelope (GO:0001533)	5/43	4.041885e-04	2.748482e-03	0	0	8.954653e+00	6.996834e+01	FLG;FLG2;EVPL;PPL;IVL
GO_Cellular_Component_2021	phagocytic vesicle membrane (GO:0030670)	5/45	5.008776e-04	3.296098e-03	0	0	8.506055e+00	6.463878e+01	DMBT1;HLA-B;HLA-C;TAP1;HLA-A
GO_Cellular_Component_2021	clathrin-coated endocytic vesicle membrane (GO:0030669)	6/69	5.286773e-04	3.370318e-03	0	0	6.495701e+00	4.901092e+01	HLA-DRB5;HLA-DPB1;APOB;HLA-DRB1;HLA-DPA1;HLA-DQB1
GO_Cellular_Component_2021	sarcolemma (GO:0042383)	5/52	9.800034e-04	6.058203e-03	0	0	7.236619e+00	5.013497e+01	SYNM;AHNAK;AHNAK2;DMD;PLEC
GO_Cellular_Component_2021	muscle myosin complex (GO:0005859)	3/15	1.254887e-03	7.398108e-03	0	0	1.691924e+01	1.130326e+02	MYH3;MYH11;MYH6
GO_Cellular_Component_2021	lysosomal membrane (GO:0005765)	13/330	1.269283e-03	7.398108e-03	0	0	2.829653e+00	1.887181e+01	HLA-DRB5;IFITM2;AHNAK;GAA;HPS4;CP;ANPEP;EEF1A2;CPNE1;HLA-DPB1;HLA-DRB1;HLA-DQB1;HLA-DPA1
GO_Cellular_Component_2021	clathrin-coated endocytic vesicle (GO:0045334)	6/85	1.586493e-03	8.990130e-03	0	0	5.175897e+00	3.336502e+01	HLA-DRB5;HLA-DPB1;APOB;HLA-DRB1;HLA-DPA1;HLA-DQB1
GO_Cellular_Component_2021	lytic vacuole membrane (GO:0098852)	11/267	2.083106e-03	1.140863e-02	0	0	2.953153e+00	1.823245e+01	HLA-DRB5;IFITM2;AHNAK;ANPEP;GAA;HLA-DPB1;HPS4;CP;HLA-DRB1;HLA-DPA1;HLA-DQB1
GO_Cellular_Component_2021	clathrin-coated vesicle membrane (GO:0030665)	6/90	2.125137e-03	1.140863e-02	0	0	4.866567e+00	2.994846e+01	HLA-DRB5;HLA-DPB1;APOB;HLA-DRB1;HLA-DPA1;HLA-DQB1
GO_Cellular_Component_2021	vacuolar lumen (GO:0005775)	8/161	2.680805e-03	1.402267e-02	0	0	3.574752e+00	2.116839e+01	SERPINB3;ASAH1;HEXB;GAA;MAN2B1;APOB;GC;HSPG2
GO_Cellular_Component_2021	platelet alpha granule lumen (GO:0031093)	5/67	3.046364e-03	1.545769e-02	0	0	5.481639e+00	3.175955e+01	SERPINA1;VWF;F13A1;A2M;HRG
GO_Cellular_Component_2021	membrane attack complex (GO:0005579)	2/6	3.106692e-03	1.545769e-02	0	0	3.373630e+01	1.948000e+02	C7;C8A
GO_Cellular_Component_2021	intrinsic component of the cytoplasmic side of the plasma membrane (GO:0031235)	2/8	5.687425e-03	2.762464e-02	0	0	2.248858e+01	1.162547e+02	SPTA1;SPTB
GO_Cellular_Component_2021	ficolin-1-rich granule (GO:0101002)	8/184	5.987743e-03	2.840697e-02	0	0	3.103942e+00	1.588610e+01	ASAH1;SERPINA1;CR1;GSN;GAA;GSTP1;SIRPA;CTSB
GO_Cellular_Component_2021	cell-cell junction (GO:0005911)	10/271	7.028802e-03	3.256626e-02	0	0	2.623307e+00	1.300567e+01	ARVCF;OBSCN;AHNAK;NRAP;TNKS1BP1;FLNA;HMCN1;SORBS1;PDLIM5;TJP2
GO_Cellular_Component_2021	pseudopodium (GO:0031143)	2/9	7.241743e-03	3.256626e-02	0	0	1.927495e+01	9.498490e+01	ACTN3;CAPN2
GO_Cellular_Component_2021	secretory granule lumen (GO:0034774)	11/316	7.343372e-03	3.256626e-02	0	0	2.472467e+00	1.214960e+01	SERPINB3;ITIH4;SERPINA1;GSN;VWF;HEXB;GSTP1;F13A1;MAN2B1;A2M;HRG
GO_Cellular_Component_2021	trans-Golgi network (GO:0005802)	9/239	9.100053e-03	3.949810e-02	0	0	2.674050e+00	1.256663e+01	GOLGA4;HLA-DRB5;POSTN;HLA-DPB1;MYO18A;HLA-DRB1;HLA-DPA1;ELAPOR1;HLA-DQB1
GO_Cellular_Component_2021	filopodium (GO:0030175)	4/58	1.042045e-02	4.398312e-02	0	0	5.019668e+00	2.290969e+01	VIL1;DMD;IQGAP2;SYNE2
GO_Cellular_Component_2021	platelet alpha granule (GO:0031091)	5/90	1.056457e-02	4.398312e-02	0	0	3.993690e+00	1.817229e+01	SERPINA1;VWF;F13A1;A2M;HRG
GO_Cellular_Component_2021	cytoplasmic vesicle membrane (GO:0030659)	12/380	1.089151e-02	4.443737e-02	0	0	2.236124e+00	1.010677e+01	HLA-DRB5;CR1;ANPEP;AHNAK2;HLA-B;HLA-DPB1;HLA-C;APOB;IQGAP2;HLA-DRB1;HLA-DQB1;HLA-DPA1
GO_Cellular_Component_2021	filopodium membrane (GO:0031527)	2/12	1.289626e-02	5.158504e-02	0	0	1.349041e+01	5.869432e+01	DMD;SYNE2
GO_Cellular_Component_2021	trans-Golgi network membrane (GO:0032588)	5/99	1.546900e-02	5.969229e-02	0	0	3.609659e+00	1.504837e+01	HLA-DRB5;HLA-DPB1;HLA-DRB1;HLA-DPA1;HLA-DQB1
GO_Cellular_Component_2021	lytic vacuole (GO:0000323)	8/219	1.601487e-02	5.969229e-02	0	0	2.584430e+00	1.068465e+01	FYCO1;ASAH1;GAA;HPS4;MAN2B1;TINAG;CTSB;ELAPOR1
GO_Cellular_Component_2021	Golgi lumen (GO:0005796)	5/100	1.609351e-02	5.969229e-02	0	0	3.571481e+00	1.474786e+01	MUC2;MUC16;MUC12;HSPG2;MUC5AC
GO_Cellular_Component_2021	phagocytic vesicle (GO:0045335)	5/100	1.609351e-02	5.969229e-02	0	0	3.571481e+00	1.474786e+01	DMBT1;HLA-B;HLA-C;TAP1;HLA-A
GO_Cellular_Component_2021	vesicle (GO:0031982)	8/226	1.896938e-02	6.910274e-02	0	0	2.500545e+00	9.914485e+00	SERPINB3;AHNAK;MUC16;GSTP1;COL6A2;MYO7B;COL6A3;GBP1
GO_Cellular_Component_2021	keratin filament (GO:0045095)	2/15	1.993126e-02	7.133292e-02	0	0	1.037566e+01	4.062554e+01	FAM83H;EPPK1
GO_Cellular_Component_2021	secretory granule membrane (GO:0030667)	9/274	2.049932e-02	7.210105e-02	0	0	2.316703e+00	9.005867e+00	CR1;DMBT1;ANPEP;GAA;CPNE1;HLA-B;HLA-C;SIRPA;IQGAP2
GO_Cellular_Component_2021	actin filament (GO:0005884)	4/72	2.156379e-02	7.455956e-02	0	0	3.983367e+00	1.528314e+01	ACTN3;COBL;HCLS1;MYO9B
GO_Cellular_Component_2021	lipid droplet (GO:0005811)	4/77	2.681183e-02	9.116022e-02	0	0	3.709589e+00	1.342468e+01	PLA2G4C;PLIN4;PLIN3;CES1
GO_Cellular_Component_2021	smooth endoplasmic reticulum (GO:0005790)	2/19	3.123549e-02	1.044597e-01	0	0	7.932716e+00	2.749638e+01	APOB;FTCD
GO_Cellular_Component_2021	mitochondrial matrix (GO:0005759)	10/348	3.375903e-02	1.102119e-01	0	0	2.017668e+00	6.836883e+00	ALDH4A1;DMGDH;TRAP1;PDPR;GPX1;PITRM1;CPS1;AGXT2;TXNRD2;MMUT
GO_Cellular_Component_2021	actin-based cell projection (GO:0098858)	4/83	3.403601e-02	1.102119e-01	0	0	3.426801e+00	1.158374e+01	VIL1;MYO7B;DMD;IQGAP2
GO_Cellular_Component_2021	bounding membrane of organelle (GO:0098588)	18/767	3.508649e-02	1.108714e-01	0	0	1.650636e+00	5.529529e+00	HLA-DRB5;SERPINA1;CR1;HLA-B;HLA-C;TAP1;HLA-A;IQGAP2;FTCD;GOLGA3;GOLGB1;ANPEP;HLA-DPB1;MAN2B1;APOB;HLA-DRB1;HLA-DQB1;HLA-DPA1
GO_Cellular_Component_2021	ficolin-1-rich granule lumen (GO:1904813)	5/123	3.532666e-02	1.108714e-01	0	0	2.871972e+00	9.601340e+00	ASAH1;SERPINA1;GSN;GSTP1;CTSB
GO_Cellular_Component_2021	platelet dense granule (GO:0042827)	2/21	3.763192e-02	1.163169e-01	0	0	7.096972e+00	2.327738e+01	ITIH4;HPS4
GO_Cellular_Component_2021	early endosome (GO:0005769)	8/266	4.356606e-02	1.326489e-01	0	0	2.108527e+00	6.607021e+00	ASAH1;HLA-B;HLA-C;WASHC2C;HLA-A;APOB;STEAP2;WASHC2A
GO_Cellular_Component_2021	preribosome, large subunit precursor (GO:0030687)	2/23	4.447988e-02	1.334396e-01	0	0	6.420417e+00	1.998495e+01	MDN1;FTSJ3
GO_Cellular_Component_2021	adherens junction (GO:0005912)	5/132	4.556977e-02	1.347280e-01	0	0	2.667221e+00	8.237740e+00	ARVCF;TNKS1BP1;HMCN1;SORBS1;PDLIM5
GO_Cellular_Component_2021	Golgi membrane (GO:0000139)	12/472	4.723093e-02	1.376444e-01	0	0	1.780389e+00	5.435003e+00	GOLGA3;HLA-DRB5;GOLGB1;HLA-B;HLA-DPB1;HLA-C;HLA-A;GOLGA8N;HLA-DRB1;FTCD;HLA-DQB1;HLA-DPA1
GO_Cellular_Component_2021	nuclear lumen (GO:0031981)	17/745	4.946134e-02	1.421143e-01	0	0	1.599883e+00	4.810150e+00	NOP56;PIH1D1;HEATR1;WASHC2C;MKI67;SYNE2;WASHC2A;FTSJ3;SYNE1;GOLGA3;RNF213;ATXN1;IFI16;CPS1;CMPK1;FLNA;MDN1
GO_Cellular_Component_2021	cis-Golgi network (GO:0005801)	3/57	5.146145e-02	1.446101e-01	0	0	3.751814e+00	1.113134e+01	GOLGB1;AKAP9;GOLGA8N
GO_Cellular_Component_2021	endolysosome (GO:0036019)	2/25	5.174775e-02	1.446101e-01	0	0	5.861525e+00	1.735817e+01	HRG;CTSB
GO_Cellular_Component_2021	recycling endosome membrane (GO:0055038)	3/58	5.370005e-02	1.480380e-01	0	0	3.683411e+00	1.077155e+01	HLA-B;HLA-C;HLA-A
GO_Cellular_Component_2021	endosome lumen (GO:0031904)	2/26	5.552967e-02	1.510407e-01	0	0	5.617009e+00	1.623786e+01	APOB;CTSB
GO_Cellular_Component_2021	apical junction complex (GO:0043296)	4/98	5.659410e-02	1.519105e-01	0	0	2.877770e+00	8.264524e+00	PATJ;EPPK1;SORBS1;TJP2
GO_Cellular_Component_2021	myofibril (GO:0030016)	2/27	5.940537e-02	1.573224e-01	0	0	5.392055e+00	1.522377e+01	OBSCN;MYH6
GO_Cellular_Component_2021	ficolin-1-rich granule membrane (GO:0101003)	3/61	6.069069e-02	1.573224e-01	0	0	3.492357e+00	9.785462e+00	CR1;GAA;SIRPA
GO_Cellular_Component_2021	endocytic vesicle (GO:0030139)	6/189	6.092386e-02	1.573224e-01	0	0	2.222564e+00	6.219023e+00	HLA-DRB5;HLA-DPB1;APOB;HLA-DRB1;HLA-DPA1;HLA-DQB1
GO_Cellular_Component_2021	cytoplasmic side of lysosomal membrane (GO:0098574)	1/5	7.137729e-02	1.754333e-01	0	0	1.681058e+01	4.437616e+01	EEF1A2
GO_Cellular_Component_2021	endolysosome lumen (GO:0036021)	1/5	7.137729e-02	1.754333e-01	0	0	1.681058e+01	4.437616e+01	CTSB
GO_Cellular_Component_2021	Lewy body (GO:0097413)	1/5	7.137729e-02	1.754333e-01	0	0	1.681058e+01	4.437616e+01	GPX1
GO_Cellular_Component_2021	smooth endoplasmic reticulum membrane (GO:0030868)	1/5	7.137729e-02	1.754333e-01	0	0	1.681058e+01	4.437616e+01	FTCD
GO_Cellular_Component_2021	nucleolus (GO:0005730)	16/733	7.572787e-02	1.818627e-01	0	0	1.524257e+00	3.933511e+00	NOP56;PIH1D1;HEATR1;WASHC2C;MKI67;WASHC2A;FTSJ3;SYNE1;GOLGA3;RNF213;ATXN1;IFI16;CPS1;CMPK1;FLNA;MDN1
GO_Cellular_Component_2021	Golgi stack (GO:0005795)	2/31	7.577612e-02	1.818627e-01	0	0	4.647378e+00	1.199011e+01	GOLGB1;AKAP9
GO_Cellular_Component_2021	late endosome membrane (GO:0031902)	3/68	7.854122e-02	1.852777e-01	0	0	3.115147e+00	7.925343e+00	HLA-DRB5;IFITM2;HLA-DRB1
GO_Cellular_Component_2021	azurophil granule (GO:0042582)	5/155	7.901549e-02	1.852777e-01	0	0	2.255594e+00	5.724949e+00	SERPINB3;HEXB;GAA;CPNE1;MAN2B1
GO_Cellular_Component_2021	box C/D RNP complex (GO:0031428)	1/6	8.503143e-02	1.885479e-01	0	0	1.344778e+01	3.314521e+01	NOP56
GO_Cellular_Component_2021	cortical granule (GO:0060473)	1/6	8.503143e-02	1.885479e-01	0	0	1.344778e+01	3.314521e+01	HEXB
GO_Cellular_Component_2021	zonula adherens (GO:0005915)	1/6	8.503143e-02	1.885479e-01	0	0	1.344778e+01	3.314521e+01	SORBS1
GO_Cellular_Component_2021	zymogen granule (GO:0042588)	1/6	8.503143e-02	1.885479e-01	0	0	1.344778e+01	3.314521e+01	DMBT1
GO_Cellular_Component_2021	zymogen granule membrane (GO:0042589)	1/6	8.503143e-02	1.885479e-01	0	0	1.344778e+01	3.314521e+01	DMBT1
GO_Cellular_Component_2021	membrane raft (GO:0045121)	5/163	9.306449e-02	2.029398e-01	0	0	2.140511e+00	5.082562e+00	CR1;AHNAK;CAPN2;DMD;SORBS1
GO_Cellular_Component_2021	tertiary granule (GO:0070820)	5/164	9.490537e-02	2.029398e-01	0	0	2.126940e+00	5.008677e+00	FLG2;ASAH1;CR1;GAA;SIRPA
GO_Cellular_Component_2021	integral component of organelle membrane (GO:0031301)	6/214	9.669738e-02	2.029398e-01	0	0	1.952925e+00	4.562362e+00	ANKLE2;TMEM43;EMC1;TAP1;RRBP1;STEAP2
GO_Cellular_Component_2021	cytoskeleton of presynaptic active zone (GO:0048788)	1/7	9.848548e-02	2.029398e-01	0	0	1.120592e+01	2.597359e+01	BSN
GO_Cellular_Component_2021	low-density lipoprotein particle (GO:0034362)	1/7	9.848548e-02	2.029398e-01	0	0	1.120592e+01	2.597359e+01	APOB
GO_Cellular_Component_2021	macropinosome (GO:0044354)	1/7	9.848548e-02	2.029398e-01	0	0	1.120592e+01	2.597359e+01	CLIP1
GO_Cellular_Component_2021	pinosome (GO:0044352)	1/7	9.848548e-02	2.029398e-01	0	0	1.120592e+01	2.597359e+01	CLIP1
GO_Cellular_Component_2021	small-subunit processome (GO:0032040)	2/37	1.025785e-01	2.086016e-01	0	0	3.849511e+00	8.765824e+00	NOP56;HEATR1
GO_Cellular_Component_2021	intrinsic component of endoplasmic reticulum membrane (GO:0031227)	4/121	1.032783e-01	2.086016e-01	0	0	2.309343e+00	5.242967e+00	ANKLE2;EMC1;TAP1;RRBP1
GO_Cellular_Component_2021	bicellular tight junction (GO:0005923)	3/78	1.074602e-01	2.149204e-01	0	0	2.698419e+00	6.019188e+00	PATJ;EPPK1;TJP2
GO_Cellular_Component_2021	mitochondrial envelope (GO:0005740)	4/127	1.176653e-01	2.330459e-01	0	0	2.196019e+00	4.699285e+00	TRAP1;MAVS;PLA2G4C;CPOX
GO_Cellular_Component_2021	tight junction (GO:0070160)	3/85	1.298012e-01	2.546100e-01	0	0	2.467186e+00	5.037382e+00	PATJ;EPPK1;TJP2
GO_Cellular_Component_2021	chylomicron (GO:0042627)	1/10	1.376761e-01	2.674850e-01	0	0	7.469473e+00	1.481086e+01	APOB
GO_Cellular_Component_2021	sarcoplasmic reticulum (GO:0016529)	2/45	1.415335e-01	2.714438e-01	0	0	3.132048e+00	6.123840e+00	CMYA5;SYNE2
GO_Cellular_Component_2021	late endosome (GO:0005770)	5/189	1.466482e-01	2.714438e-01	0	0	1.835603e+00	3.523841e+00	FYCO1;HLA-DRB5;IFITM2;HLA-DRB1;ELAPOR1
GO_Cellular_Component_2021	azurophil granule lumen (GO:0035578)	3/90	1.466727e-01	2.714438e-01	0	0	2.324802e+00	4.462577e+00	SERPINB3;HEXB;MAN2B1
GO_Cellular_Component_2021	cell cortex region (GO:0099738)	1/11	1.503586e-01	2.714438e-01	0	0	6.722184e+00	1.273674e+01	EPB41
GO_Cellular_Component_2021	Golgi medial cisterna (GO:0005797)	1/11	1.503586e-01	2.714438e-01	0	0	6.722184e+00	1.273674e+01	HLA-A
GO_Cellular_Component_2021	microfibril (GO:0001527)	1/11	1.503586e-01	2.714438e-01	0	0	6.722184e+00	1.273674e+01	LTBP4
GO_Cellular_Component_2021	nuclear inclusion body (GO:0042405)	1/11	1.503586e-01	2.714438e-01	0	0	6.722184e+00	1.273674e+01	ATXN1
GO_Cellular_Component_2021	primary lysosome (GO:0005766)	1/11	1.503586e-01	2.714438e-01	0	0	6.722184e+00	1.273674e+01	HEXB
GO_Cellular_Component_2021	cell-cell contact zone (GO:0044291)	2/47	1.517103e-01	2.714816e-01	0	0	2.992542e+00	5.643283e+00	AHNAK;TJP2
GO_Cellular_Component_2021	endoplasmic reticulum-Golgi intermediate compartment membrane (GO:0033116)	2/49	1.620258e-01	2.839526e-01	0	0	2.864908e+00	5.214131e+00	SERPINA1;TAP1
GO_Cellular_Component_2021	integral component of nuclear inner membrane (GO:0005639)	1/12	1.628552e-01	2.839526e-01	0	0	6.110766e+00	1.109039e+01	TMEM43
GO_Cellular_Component_2021	intrinsic component of nuclear inner membrane (GO:0031229)	1/12	1.628552e-01	2.839526e-01	0	0	6.110766e+00	1.109039e+01	TMEM43
GO_Cellular_Component_2021	early endosome membrane (GO:0031901)	3/97	1.713951e-01	2.953255e-01	0	0	2.150910e+00	3.793740e+00	HLA-B;HLA-C;HLA-A
GO_Cellular_Component_2021	90S preribosome (GO:0030686)	1/13	1.751686e-01	2.953255e-01	0	0	5.601251e+00	9.757417e+00	HEATR1
GO_Cellular_Component_2021	lamellar body (GO:0042599)	1/13	1.751686e-01	2.953255e-01	0	0	5.601251e+00	9.757417e+00	SPINK5
GO_Cellular_Component_2021	podosome (GO:0002102)	1/13	1.751686e-01	2.953255e-01	0	0	5.601251e+00	9.757417e+00	GSN
GO_Cellular_Component_2021	nuclear membrane (GO:0031965)	5/204	1.824011e-01	3.010761e-01	0	0	1.695936e+00	2.885716e+00	PCM1;CPNE1;TOR1AIP1;SYNE2;SYNE1
