Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Reactome_2022	Metabolism Of Lipids R-HSA-556833	33/732	6.241255e-04	1.485317e-02	0	0	1.938921e+00	1.430761e+01	ASAH1;SEC23A;SLC44A2;PRKCSH;HEXB;PON1;HEXA;LHB;ECI2;HSD17B4;MIA3;ACACB;MTMR6;CPT2;FAM120B;CYP1B1;MMUT;GC;ACAA1;CBR4;CHGA;GPX1;PLA2G4C;AKR1C3;NCOR2;FABP1;CYP2C9;BDH2;ALPP;THRAP3;PLBD1;PLIN3;ESYT2
Reactome_2022	Dectin-2 Family R-HSA-5621480	5/29	6.373232e-04	1.485317e-02	0	0	8.352623e+00	6.146055e+01	MUC1;MUC2;MUC16;MUC12;MUC5AC
Reactome_2022	Signaling By Rho GTPases, Miro GTPases And RHOBTB3 R-HSA-9716542	30/660	9.583327e-04	2.173084e-02	0	0	1.950108e+00	1.355387e+01	ANKLE2;TFRC;PLXND1;PRAG1;PRKCSH;IQGAP2;TOR1AIP1;MYLK;AKAP12;GOLGA3;AKAP13;SLK;FLNA;POTEE;POTEF;MYH11;ARHGEF40;DST;SWAP70;MYO9B;CYBA;MPP7;CKAP4;KTN1;ARHGAP45;CLIP1;OBSCN;PLIN3;MYH9;TJP2
Reactome_2022	Type I Hemidesmosome Assembly R-HSA-446107	3/9	1.106224e-03	2.442427e-02	0	0	1.998258e+01	1.360175e+02	DST;LAMA4;PLEC
Reactome_2022	Muscle Contraction R-HSA-397014	13/196	1.152675e-03	2.479729e-02	0	0	2.872145e+00	1.943198e+01	ACTN3;ACTN2;NEB;SORBS1;SORBS3;MYLK;TRDN;MYH3;AKAP9;DMD;MYH11;MYH6;CES1
Reactome_2022	Signaling By Rho GTPases R-HSA-194315	29/644	1.335135e-03	2.800445e-02	0	0	1.928434e+00	1.276377e+01	ANKLE2;TFRC;PLXND1;PRAG1;PRKCSH;IQGAP2;TOR1AIP1;MYLK;AKAP12;GOLGA3;AKAP13;SLK;FLNA;POTEE;POTEF;MYH11;ARHGEF40;DST;SWAP70;MYO9B;CYBA;MPP7;CKAP4;KTN1;ARHGAP45;CLIP1;OBSCN;MYH9;TJP2
Reactome_2022	RHO GTPases Activate PAKs R-HSA-5627123	4/21	1.540800e-03	3.153003e-02	0	0	9.417563e+00	6.098299e+01	FLNA;MYH9;MYH11;MYLK
Reactome_2022	Beta-oxidation Of Very Long Chain Fatty Acids R-HSA-390247	3/11	2.094753e-03	3.994313e-02	0	0	1.498540e+01	9.243473e+01	ECI2;HSD17B4;ACAA1
Reactome_2022	Endosomal/Vacuolar Pathway R-HSA-1236977	3/11	2.094753e-03	3.994313e-02	0	0	1.498540e+01	9.243473e+01	HLA-B;HLA-C;HLA-A
Reactome_2022	Ethanol Oxidation R-HSA-71384	3/11	2.094753e-03	3.994313e-02	0	0	1.498540e+01	9.243473e+01	ADH1C;ALDH1B1;ADH1B
Reactome_2022	Apoptotic Cleavage Of Cellular Proteins R-HSA-111465	5/38	2.247517e-03	4.190371e-02	0	0	6.071829e+00	3.702559e+01	GSN;ACIN1;ADD1;PLEC;TJP2
Reactome_2022	Drug ADME R-HSA-9748784	8/95	2.343821e-03	4.274926e-02	0	0	3.697580e+00	2.239244e+01	SULT1A1;CYP2C9;GSTM1;GSTP1;UGT2B15;PON1;PCK1;CES1
Reactome_2022	Caspase-mediated Cleavage Of Cytoskeletal Proteins R-HSA-264870	3/12	2.742388e-03	4.793466e-02	0	0	1.331967e+01	7.857176e+01	GSN;ADD1;PLEC
Reactome_2022	Peptide Hormone Biosynthesis R-HSA-209952	3/12	2.742388e-03	4.793466e-02	0	0	1.331967e+01	7.857176e+01	CHGA;PCSK1;LHB
Reactome_2022	Cell-Cell Communication R-HSA-1500931	9/120	2.840478e-03	4.863594e-02	0	0	3.263093e+00	1.913407e+01	PATJ;ACTN3;DST;ACTN2;LAMA4;CDH11;SIRPA;FLNA;PLEC
Reactome_2022	Iron Uptake And Transport R-HSA-917937	6/59	3.183693e-03	5.342237e-02	0	0	4.541373e+00	2.611159e+01	TF;TFRC;GLRX3;CYBRD1;STEAP2;CP
Reactome_2022	Diseases Of Metabolism R-HSA-5668914	14/247	3.295443e-03	5.421327e-02	0	0	2.428123e+00	1.387724e+01	MUC16;HEXB;GAA;HEXA;FMO3;OPLAH;HSPG2;MUC5AC;MUC1;MUC2;MUC12;CYP1B1;MMUT;PGM1
Reactome_2022	RHOA GTPase Cycle R-HSA-8980692	10/147	3.456069e-03	5.462168e-02	0	0	2.939739e+00	1.666134e+01	AKAP13;SLK;OBSCN;TFRC;PRKCSH;MYO9B;ARHGEF40;ARHGAP45;KTN1;TJP2
Reactome_2022	IRF3-mediated Induction Of Type I IFN R-HSA-3270619	3/13	3.500577e-03	5.462168e-02	0	0	1.198709e+01	6.778493e+01	IFI16;STING1;PRKDC
Reactome_2022	RHOF GTPase Cycle R-HSA-9035034	5/42	3.515579e-03	5.462168e-02	0	0	5.414303e+00	3.059380e+01	AKAP12;POTEE;POTEF;MYO9B;TOR1AIP1
Reactome_2022	Fatty Acid Metabolism R-HSA-8978868	11/173	3.726534e-03	5.684659e-02	0	0	2.736844e+00	1.530519e+01	CYP2C9;GPX1;CPT2;ECI2;PON1;AKR1C3;CYP1B1;HSD17B4;MMUT;ACAA1;CBR4
Reactome_2022	Glycogen Breakdown (Glycogenolysis) R-HSA-70221	3/14	4.374742e-03	6.554300e-02	0	0	1.089680e+01	5.919039e+01	PYGB;GAA;PGM1
Reactome_2022	Paracetamol ADME R-HSA-9753281	4/28	4.603468e-03	6.775981e-02	0	0	6.668378e+00	3.588218e+01	SULT1A1;GSTM1;GSTP1;UGT2B15
Reactome_2022	Phase II - Conjugation Of Compounds R-HSA-156580	8/107	4.877146e-03	7.055044e-02	0	0	3.247381e+00	1.728644e+01	SULT1A1;GSTM1;GSTO1;GSTP1;UGT2B15;ESD;AKR1A1;OPLAH
Reactome_2022	EGR2 And SOX10-mediated Initiation Of Schwann Cell Myelination R-HSA-9619665	4/29	5.238053e-03	7.448689e-02	0	0	6.401314e+00	3.361846e+01	LAMA2;PRX;LAMB1;LAMC1
Reactome_2022	Formation Of Xylulose-5-Phosphate R-HSA-5661270	2/5	5.726157e-03	7.875813e-02	0	0	2.659305e+01	1.372922e+02	AKR1A1;SORD
Reactome_2022	VLDL Clearance R-HSA-8964046	2/5	5.726157e-03	7.875813e-02	0	0	2.659305e+01	1.372922e+02	APOBR;APOB
Reactome_2022	Peptide Hormone Metabolism R-HSA-2980736	7/89	6.287614e-03	8.508561e-02	0	0	3.426451e+00	1.736928e+01	CHGA;PCSK1;GH1;ENPEP;ANPEP;LHB;CES1
Reactome_2022	STING Mediated Induction Of Host Immune Responses R-HSA-1834941	3/16	6.489695e-03	8.642626e-02	0	0	9.219420e+00	4.644319e+01	IFI16;STING1;PRKDC
Reactome_2022	Cargo Concentration In ER R-HSA-5694530	4/32	7.485718e-03	9.813308e-02	0	0	5.714579e+00	2.797148e+01	SEC23A;SERPINA1;MIA3;CTSC
Reactome_2022	Translocation Of ZAP-70 To Immunological Synapse R-HSA-202430	3/17	7.738434e-03	9.988533e-02	0	0	8.560451e+00	4.161711e+01	HLA-DRB5;HLA-DRB1;HLA-DPA1
Reactome_2022	Mineralocorticoid Biosynthesis R-HSA-193993	2/6	8.450090e-03	1.059848e-01	0	0	1.994376e+01	9.520311e+01	CHGA;LHB
Reactome_2022	Interferon Alpha/Beta Signaling R-HSA-909733	6/72	8.463622e-03	1.059848e-01	0	0	3.644424e+00	1.739111e+01	IFITM1;IFITM2;HLA-B;HLA-C;ADAR;HLA-A
Reactome_2022	Apoptotic Execution Phase R-HSA-75153	5/52	8.798590e-03	1.077596e-01	0	0	4.260135e+00	2.016392e+01	GSN;ACIN1;ADD1;PLEC;TJP2
Reactome_2022	Diseases Of Glycosylation R-HSA-3781865	9/143	8.869678e-03	1.077596e-01	0	0	2.699805e+00	1.275689e+01	MUC1;MUC2;MUC16;HEXB;HEXA;MUC12;HSPG2;PGM1;MUC5AC
Reactome_2022	RHOC GTPase Cycle R-HSA-9013106	6/73	9.035691e-03	1.077596e-01	0	0	3.589845e+00	1.689587e+01	AKAP13;SLK;TFRC;MYO9B;ARHGEF40;TJP2
Reactome_2022	Metabolism Of Angiotensinogen To Angiotensins R-HSA-2022377	3/18	9.119112e-03	1.077596e-01	0	0	7.989344e+00	3.752901e+01	ENPEP;ANPEP;CES1
Reactome_2022	Detoxification Of Reactive Oxygen Species R-HSA-3299685	4/34	9.290287e-03	1.082577e-01	0	0	5.333060e+00	2.495224e+01	GPX1;TXNRD2;GSTP1;CYBA
Reactome_2022	Formation Of Cornified Envelope R-HSA-6809371	6/74	9.634877e-03	1.092387e-01	0	0	3.536871e+00	1.641945e+01	FLG;SPRR3;SPINK5;EVPL;PPL;IVL
Reactome_2022	RHOG GTPase Cycle R-HSA-9013408	6/74	9.634877e-03	1.092387e-01	0	0	3.536871e+00	1.641945e+01	ANKLE2;TFRC;PRKCSH;IQGAP2;MPP7;KTN1
Reactome_2022	Disease R-HSA-1643685	58/1736	9.986377e-03	1.117143e-01	0	0	1.423390e+00	6.556892e+00	PCSK1;PATJ;PRKCSH;HEXB;HEXA;RPL8;OPLAH;GOLGA4;MPRIP;MRC1;MYO18A;CAPN2;MUC12;CYP1B1;POTEF;MMUT;LRRFIP1;PGM1;PDCD6IP;PARP4;VWF;GAA;ABCC6;HLA-B;HLA-C;AP3B1;LMO7;CYBA;HLA-A;HSPG2;MUC5AC;NCOR2;MYH2;POLR1A;AKAP9;MYH9;LTF;SEC23A;RPN2;PSMD13;LHB;HSD17B4;RRBP1;C3;MUC1;MUC2;RNF213;TKFC;RPL14;CHGA;MUC16;MYO9B;FMO3;CP;SLC2A9;MAVS;STING1;GOLGB1
Reactome_2022	Platelet Activation, Signaling And Aggregation R-HSA-76002	13/254	1.034077e-02	1.141567e-01	0	0	2.174378e+00	9.940518e+00	CHID1;ITIH4;ECM1;SERPINA1;WDR1;VWF;ACTN2;F13A1;SYTL4;CLU;TF;FLNA;HRG
Reactome_2022	Fructose Metabolism R-HSA-5652084	2/7	1.163887e-02	1.236077e-01	0	0	1.595419e+01	7.105048e+01	TKFC;SORD
Reactome_2022	TYSND1 Cleaves Peroxisomal Proteins R-HSA-9033500	2/7	1.163887e-02	1.236077e-01	0	0	1.595419e+01	7.105048e+01	HSD17B4;ACAA1
Reactome_2022	Terminal Pathway Of Complement R-HSA-166665	2/7	1.163887e-02	1.236077e-01	0	0	1.595419e+01	7.105048e+01	C8A;CLU
Reactome_2022	Chaperone Mediated Autophagy R-HSA-9613829	3/20	1.228668e-02	1.272658e-01	0	0	7.048698e+00	3.100891e+01	PLIN3;PCNT;GFAP
Reactome_2022	Phosphorylation Of CD3 And TCR Zeta Chains R-HSA-202427	3/20	1.228668e-02	1.272658e-01	0	0	7.048698e+00	3.100891e+01	HLA-DRB5;HLA-DRB1;HLA-DPA1
Reactome_2022	NCAM Signaling For Neurite Out-Growth R-HSA-375165	5/57	1.283633e-02	1.313376e-01	0	0	3.849517e+00	1.676648e+01	SPTA1;COL6A2;COL6A1;COL6A3;SPTB
Reactome_2022	Keratinization R-HSA-6805567	11/208	1.404575e-02	1.389549e-01	0	0	2.246531e+00	9.582435e+00	FLG;SPRR3;KRT16;KRT2;SPINK5;KRT13;KRT7;KRT20;EVPL;PPL;IVL
Reactome_2022	Initial Triggering Of Complement R-HSA-166663	3/21	1.407767e-02	1.389549e-01	0	0	6.656762e+00	2.837888e+01	C3;C4B;C4A
Reactome_2022	PD-1 Signaling R-HSA-389948	3/21	1.407767e-02	1.389549e-01	0	0	6.656762e+00	2.837888e+01	HLA-DRB5;HLA-DRB1;HLA-DPA1
Reactome_2022	Arachidonic Acid Metabolism R-HSA-2142753	5/59	1.475231e-02	1.422665e-01	0	0	3.706561e+00	1.562818e+01	CYP2C9;GPX1;PON1;AKR1C3;CYP1B1
Reactome_2022	O-linked Glycosylation Of Mucins R-HSA-913709	5/59	1.475231e-02	1.422665e-01	0	0	3.706561e+00	1.562818e+01	MUC1;MUC2;MUC16;MUC12;MUC5AC
Reactome_2022	Synthesis Of Epoxy (EET) And Dihydroxyeicosatrienoic Acids (DHET) R-HSA-2142670	2/8	1.526812e-02	1.455676e-01	0	0	1.329448e+01	5.559735e+01	CYP2C9;CYP1B1
Reactome_2022	RA Biosynthesis Pathway R-HSA-5365859	3/22	1.600883e-02	1.509147e-01	0	0	6.306083e+00	2.607323e+01	ADH1C;ALDH1A2;AKR1C3
Reactome_2022	Metabolism Of Vitamins And Cofactors R-HSA-196854	10/186	1.685580e-02	1.571335e-01	0	0	2.283713e+00	9.324538e+00	PANK4;ALDH1L1;PARP4;GSTO1;NAPRT;AKR1C3;MMUT;APOB;HSPG2;ACACB
Reactome_2022	Digestion R-HSA-8935690	3/23	1.808121e-02	1.667048e-01	0	0	5.990471e+00	2.403905e+01	MGAM;ALPP;PIR
Reactome_2022	Cell Junction Organization R-HSA-446728	6/86	1.917183e-02	1.687997e-01	0	0	3.004485e+00	1.188067e+01	PATJ;DST;LAMA4;CDH11;FLNA;PLEC
Reactome_2022	GP1b-IX-V Activation Signaling R-HSA-430116	2/9	1.931439e-02	1.687997e-01	0	0	1.139468e+01	4.497373e+01	VWF;FLNA
Reactome_2022	Hydrolysis Of LPC R-HSA-1483115	2/9	1.931439e-02	1.687997e-01	0	0	1.139468e+01	4.497373e+01	PLA2G4C;PLBD1
Reactome_2022	Synthesis Of (16-20)-Hydroxyeicosatetraenoic Acids (HETE) R-HSA-2142816	2/9	1.931439e-02	1.687997e-01	0	0	1.139468e+01	4.497373e+01	CYP2C9;CYP1B1
Reactome_2022	Synthesis Of 5-Eicosatetraenoic Acids R-HSA-2142688	2/9	1.931439e-02	1.687997e-01	0	0	1.139468e+01	4.497373e+01	GPX1;PON1
Reactome_2022	Transport To Golgi And Subsequent Modification R-HSA-948021	9/164	2.018982e-02	1.737545e-01	0	0	2.331495e+00	9.098839e+00	SPTA1;CHGA;SEC23A;SERPINA1;GOLGB1;LHB;MIA3;SPTB;CTSC
Reactome_2022	Glycogen Metabolism R-HSA-8982491	3/24	2.029553e-02	1.737545e-01	0	0	5.704918e+00	2.223409e+01	PYGB;GAA;PGM1
Reactome_2022	Smooth Muscle Contraction R-HSA-445355	4/43	2.081718e-02	1.764204e-01	0	0	4.100458e+00	1.587688e+01	MYH11;SORBS1;SORBS3;MYLK
Reactome_2022	Collagen Chain Trimerization R-HSA-8948216	4/44	2.246768e-02	1.885039e-01	0	0	3.997741e+00	1.517414e+01	COL15A1;COL6A2;COL6A1;COL6A3
Reactome_2022	Glycoprotein Hormones R-HSA-209822	2/10	2.375509e-02	1.916397e-01	0	0	9.969836e+00	3.728677e+01	CHGA;LHB
Reactome_2022	Reactions Specific To Complex N-glycan Synthesis Pathway R-HSA-975578	2/10	2.375509e-02	1.916397e-01	0	0	9.969836e+00	3.728677e+01	CHGA;LHB
Reactome_2022	Thyroxine Biosynthesis R-HSA-209968	2/10	2.375509e-02	1.916397e-01	0	0	9.969836e+00	3.728677e+01	CHGA;TPO
Reactome_2022	Urea Cycle R-HSA-70635	2/10	2.375509e-02	1.916397e-01	0	0	9.969836e+00	3.728677e+01	ASS1;OTC
Reactome_2022	Glycosphingolipid Metabolism R-HSA-1660662	4/45	2.419573e-02	1.931190e-01	0	0	3.900035e+00	1.451429e+01	ASAH1;HEXB;HEXA;ESYT2
Reactome_2022	Metabolism Of Carbohydrates R-HSA-71387	13/285	2.439883e-02	1.931190e-01	0	0	1.923463e+00	7.142243e+00	PYGB;HEXB;GAA;HEXA;AKR1A1;SORD;ENO3;HSPG2;PGM2L1;TKFC;MAN2B1;PCK1;PGM1
Reactome_2022	Infection With Mycobacterium Tuberculosis R-HSA-9635486	3/26	2.515107e-02	1.972126e-01	0	0	5.208304e+00	1.918143e+01	RNF213;MRC1;LTF
Reactome_2022	Diseases Associated With O-glycosylation Of Proteins R-HSA-3906995	5/69	2.719355e-02	2.093155e-01	0	0	3.125804e+00	1.126782e+01	MUC1;MUC2;MUC16;MUC12;MUC5AC
Reactome_2022	RHOB GTPase Cycle R-HSA-9013026	5/69	2.719355e-02	2.093155e-01	0	0	3.125804e+00	1.126782e+01	AKAP13;SLK;TFRC;MYO9B;TJP2
Reactome_2022	Androgen Biosynthesis R-HSA-193048	2/11	2.856851e-02	2.159368e-01	0	0	8.861622e+00	3.150706e+01	CHGA;LHB
