Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GWAS_Catalog_2023	Oral Cavity Cancer	2/8	2.615848e-04	1.231989e-02	0	0	1.107333e+02	9.134118e+02	LAMC3;HLA-DQB1
GWAS_Catalog_2023	A Body Shape Index	7/410	2.692007e-04	1.231989e-02	0	0	6.169411e+00	5.071289e+01	SMTN;TNXB;AHNAK;HLA-B;HLA-C;IQGAP2;HLA-DQB1
GWAS_Catalog_2023	Platelet Distribution Width	7/422	3.205156e-04	1.374407e-02	0	0	5.987338e+00	4.817161e+01	SPTA1;LAMA5;TNXB;PRUNE2;HLA-B;IQGAP2;PLEC
GWAS_Catalog_2023	Asparaginase-induced Acute Pancreatitis In Acute Lymphoblastic Leukemia (Onset Time)	2/9	3.356521e-04	1.374407e-02	0	0	9.490952e+01	7.592226e+02	NEB;PDLIM5
GWAS_Catalog_2023	Lung Function (Low FEV1 Vs High FEV1)	2/11	5.107573e-04	1.892234e-02	0	0	7.381111e+01	5.594599e+02	TNS1;HLA-DQB1
GWAS_Catalog_2023	Oral Cavity And Pharyngeal Cancer	2/11	5.107573e-04	1.892234e-02	0	0	7.381111e+01	5.594599e+02	LAMC3;HLA-DQB1
GWAS_Catalog_2023	Myeloperoxidase Levels	2/12	6.116860e-04	2.037953e-02	0	0	6.642667e+01	4.915103e+02	TNXB;RRBP1
GWAS_Catalog_2023	COVID-19 Hospitalization Or Systemic Lupus Erythematosus (MTAG)	2/12	6.116860e-04	2.037953e-02	0	0	6.642667e+01	4.915103e+02	TNXB;HLA-DQB1
GWAS_Catalog_2023	Asthma (Adult Onset)	3/54	6.286746e-04	2.037953e-02	0	0	1.982752e+01	1.461664e+02	HLA-B;HLA-DRB1;HLA-DQB1
GWAS_Catalog_2023	Serum Creatinine Levels	6/342	6.571701e-04	2.045113e-02	0	0	6.250638e+00	4.580197e+01	LAMA5;OBSCN;NEB;PDLIM5;PLEC;TTN
GWAS_Catalog_2023	Waist-hip Ratio	8/628	6.856157e-04	2.051573e-02	0	0	4.616010e+00	3.362852e+01	AHNAK;COL6A2;PRUNE2;PLIN4;HLA-C;MYH11;PPL;SYNE2
GWAS_Catalog_2023	Waist Circumference Adjusted For Body Mass Index	10/966	7.206116e-04	2.076429e-02	0	0	3.818394e+00	2.762765e+01	SMTN;TNXB;AHNAK;SYNPO2;COL6A2;TNC;HLA-B;NEB;PDLIM5;PPL
GWAS_Catalog_2023	Waist-to-hip Ratio Adjusted For BMI X Sex Interaction	2/14	8.400241e-04	2.296298e-02	0	0	5.535000e+01	3.919931e+02	IQGAP2;TTN
GWAS_Catalog_2023	Atrial Fibrillation/Atrial Flutter	3/60	8.559467e-04	2.296298e-02	0	0	1.773506e+01	1.252681e+02	SYNE2;MYH6;TTN
GWAS_Catalog_2023	HIV-1 Viral Setpoint	2/16	1.103311e-03	2.861253e-02	0	0	4.743810e+01	3.230268e+02	HLA-B;SORBS3
GWAS_Catalog_2023	Progression Free Survival In Epithelial Ovarian Cancer Treated With Carboplatin And Paclitaxel	2/18	1.401119e-03	3.516357e-02	0	0	4.150417e+01	2.727025e+02	DMD;IQGAP2
GWAS_Catalog_2023	Atopic Dermatitis	3/75	1.634197e-03	3.965569e-02	0	0	1.402966e+01	9.002277e+01	FLG;TNXB;HLA-B
GWAS_Catalog_2023	Waist-to-hip Ratio Adjusted For BMI	9/900	1.729071e-03	3.965569e-02	0	0	3.630074e+00	2.308789e+01	TNXB;AHNAK;COL6A2;PRUNE2;HLA-B;PLIN4;HLA-C;HLA-DQB1;PLEC
GWAS_Catalog_2023	Asthma (Age Of Onset)	2/20	1.733025e-03	3.965569e-02	0	0	3.688889e+01	2.345354e+02	FLG;HLA-B
GWAS_Catalog_2023	Endometriosis	3/80	1.966663e-03	4.371612e-02	0	0	1.311534e+01	8.172716e+01	LAMC3;PDLIM5;SYNE1
GWAS_Catalog_2023	Chronic Obstructive Pulmonary Disease In Ever Smokers	2/23	2.293900e-03	4.823389e-02	0	0	3.161429e+01	1.921359e+02	TNS1;HLA-DQB1
GWAS_Catalog_2023	HIV-1 Control	2/23	2.293900e-03	4.823389e-02	0	0	3.161429e+01	1.921359e+02	TNXB;HLA-B
GWAS_Catalog_2023	Platelet Count	9/949	2.479624e-03	4.869493e-02	0	0	3.431995e+00	2.059076e+01	TG;TNXB;HLA-B;PLIN4;RRBP1;IQGAP2;SYNE2;HLA-DQB1;PLEC
GWAS_Catalog_2023	Asthma (Childhood Onset)	4/183	2.502317e-03	4.869493e-02	0	0	7.612791e+00	4.560472e+01	FLG;LAMA2;HLA-B;HLA-DQB1
GWAS_Catalog_2023	Asthma	5/304	2.503595e-03	4.869493e-02	0	0	5.761603e+00	3.451216e+01	FLG;HLA-DRB5;HLA-B;HLA-DRB1;HLA-DQB1
GWAS_Catalog_2023	Atrial Fibrillation	4/186	2.653561e-03	4.901801e-02	0	0	7.486169e+00	4.440685e+01	MYH11;MYH6;SYNE2;TTN
GWAS_Catalog_2023	Factor VIII Levels	2/25	2.709221e-03	4.901801e-02	0	0	2.886232e+01	1.706079e+02	HLA-DRB5;HLA-DQB1
GWAS_Catalog_2023	Asthma (Moderate Or Severe)	2/25	2.709221e-03	4.901801e-02	0	0	2.886232e+01	1.706079e+02	FLG;HLA-DQB1
GWAS_Catalog_2023	Mean Platelet Volume	7/613	2.803990e-03	4.957965e-02	0	0	4.060126e+00	2.386019e+01	SPTA1;HLA-C;MYH11;IQGAP2;PDLIM5;SYNE2;PLEC
GWAS_Catalog_2023	LDL Cholesterol Levels	5/314	2.877903e-03	4.975575e-02	0	0	5.572305e+00	3.260184e+01	HLA-B;RRBP1;HLA-DRB1;SYNE2;PLEC
GWAS_Catalog_2023	MHC Class I Polypeptide-Related Sequence A Levels	2/27	3.157188e-03	5.339765e-02	0	0	2.655067e+01	1.528807e+02	TNXB;HLA-B
GWAS_Catalog_2023	Hay Fever And/Or Eczema	3/97	3.400062e-03	5.628187e-02	0	0	1.073422e+01	6.101291e+01	TNC;HLA-DRB1;HLA-DQB1
GWAS_Catalog_2023	Lung Function (FEV1)	4/210	4.095917e-03	6.638799e-02	0	0	6.605959e+00	3.631801e+01	AHNAK;HLA-DQB1;SYNE1;TNS1
GWAS_Catalog_2023	Blond Vs. Brown/Black Hair Color	3/108	4.595890e-03	7.021307e-02	0	0	9.604358e+00	5.169635e+01	AKAP12;AHNAK;SYNE2
GWAS_Catalog_2023	Descending Aorta Diameter	2/33	4.692904e-03	7.021307e-02	0	0	2.140538e+01	1.147693e+02	PDLIM5;MYH6
GWAS_Catalog_2023	Chronic Obstructive Pulmonary Disease X Ever Smoker Interaction (2Df)	2/33	4.692904e-03	7.021307e-02	0	0	2.140538e+01	1.147693e+02	TNS1;HLA-DQB1
GWAS_Catalog_2023	Allergic Disease (Asthma, Hay Fever And/Or Eczema) (Age Of Onset)	2/33	4.692904e-03	7.021307e-02	0	0	2.140538e+01	1.147693e+02	FLG;HLA-B
GWAS_Catalog_2023	Coronary Artery Disease	6/508	4.815952e-03	7.069454e-02	0	0	4.148264e+00	2.213440e+01	TNXB;COL6A3;RRBP1;MYH11;PDLIM5;TNS1
GWAS_Catalog_2023	Basophil Count	4/229	5.558345e-03	7.737257e-02	0	0	6.042299e+00	3.137436e+01	TNXB;HLA-B;HLA-C;HLA-DQB1
GWAS_Catalog_2023	Allergic Disease (Asthma, Hay Fever And/Or Eczema) (Multivariate Analysis)	2/36	5.566190e-03	7.737257e-02	0	0	1.951373e+01	1.012966e+02	FLG;HLA-B
GWAS_Catalog_2023	Systolic Blood Pressure	9/1073	5.569234e-03	7.737257e-02	0	0	3.012236e+00	1.563500e+01	LAMA5;TNXB;HLA-B;MYH11;PPL;MYH6;PLEC;TTN;TNS1
GWAS_Catalog_2023	Cervical Cancer (MTAG)	2/37	5.872576e-03	7.743837e-02	0	0	1.895524e+01	9.738181e+01	TNXB;PRUNE2
GWAS_Catalog_2023	Shingles	2/37	5.872576e-03	7.743837e-02	0	0	1.895524e+01	9.738181e+01	TNXB;HLA-B
GWAS_Catalog_2023	Cardioembolic Stroke (MTAG)	2/37	5.872576e-03	7.743837e-02	0	0	1.895524e+01	9.738181e+01	SYNE2;TTN
GWAS_Catalog_2023	Cholesteryl Ester Levels In Small HDL	2/38	6.186526e-03	8.004193e-02	0	0	1.842778e+01	9.371228e+01	HLA-B;HLA-DRB1
GWAS_Catalog_2023	Cholesterol Levels In Small HDL	2/39	6.507993e-03	8.004193e-02	0	0	1.792883e+01	9.026671e+01	HLA-B;HLA-DRB1
GWAS_Catalog_2023	Intraocular Pressure	4/241	6.642222e-03	8.004193e-02	0	0	5.732868e+00	2.874637e+01	TNXB;COL6A3;LMO7;TNS1
GWAS_Catalog_2023	Chronic Obstructive Pulmonary Disease In Non-Current Smokers	2/40	6.836927e-03	8.004193e-02	0	0	1.745614e+01	8.702614e+01	TNS1;HLA-DQB1
GWAS_Catalog_2023	Chronic Obstructive Pulmonary Disease X Current Smoker Interaction (Main Effect)	2/40	6.836927e-03	8.004193e-02	0	0	1.745614e+01	8.702614e+01	TNS1;HLA-DQB1
GWAS_Catalog_2023	Osteoarthritis (Hip)	2/40	6.836927e-03	8.004193e-02	0	0	1.745614e+01	8.702614e+01	TNC;PLEC
GWAS_Catalog_2023	Concentration Of Small HDL Particles	2/40	6.836927e-03	8.004193e-02	0	0	1.745614e+01	8.702614e+01	HLA-B;HLA-DRB1
GWAS_Catalog_2023	Estimated Glomerular Filtration Rate (Creatinine)	7/734	7.437590e-03	8.004193e-02	0	0	3.363186e+00	1.648368e+01	LAMA5;OBSCN;PLIN4;NEB;PDLIM5;PLEC;TTN
GWAS_Catalog_2023	Chronic Obstructive Pulmonary Disease X Current Smoker Interaction (2Df)	2/43	7.868061e-03	8.004193e-02	0	0	1.617642e+01	7.837386e+01	TNS1;HLA-DQB1
GWAS_Catalog_2023	Descending Thoracic Aortic Diameter	2/43	7.868061e-03	8.004193e-02	0	0	1.617642e+01	7.837386e+01	PDLIM5;MYH6
GWAS_Catalog_2023	Cortical Thickness	5/401	8.023722e-03	8.004193e-02	0	0	4.328814e+00	2.088806e+01	TG;LAMC3;TACC2;HSPG2;TNS1
GWAS_Catalog_2023	Heart Failure (Multivariate Analysis)	2/44	8.226391e-03	8.004193e-02	0	0	1.579048e+01	7.580073e+01	TTN;HLA-DQB1
GWAS_Catalog_2023	Uterine Leiomyomata	2/46	8.964696e-03	8.004193e-02	0	0	1.507121e+01	7.105264e+01	PDLIM5;SYNE1
GWAS_Catalog_2023	Reticulocyte Count	5/419	9.590975e-03	8.004193e-02	0	0	4.136791e+00	1.922339e+01	SPTA1;HLA-C;IQGAP2;SYNE2;TNS1
GWAS_Catalog_2023	Eosinophil Counts	7/780	1.020785e-02	8.004193e-02	0	0	3.155475e+00	1.446658e+01	TG;TNXB;HLA-C;RRBP1;HLA-DRB1;HLA-DQB1;PLEC
GWAS_Catalog_2023	Vertex-wise Cortical Surface Area	5/427	1.035108e-02	8.004193e-02	0	0	4.056706e+00	1.854184e+01	TG;LAMA2;LAMC3;IQGAP2;TNS1
GWAS_Catalog_2023	Total Concentration Of Lipoprotein Particles	2/50	1.052659e-02	8.004193e-02	0	0	1.381250e+01	6.290007e+01	HLA-B;HLA-DRB1
GWAS_Catalog_2023	Electrocardiographic Traits (Multivariate)	2/50	1.052659e-02	8.004193e-02	0	0	1.381250e+01	6.290007e+01	MYH6;TTN
GWAS_Catalog_2023	High Light Scatter Reticulocyte Percentage Of Red Cells	5/429	1.054741e-02	8.004193e-02	0	0	4.037157e+00	1.837663e+01	SPTA1;HLA-C;IQGAP2;SYNE2;TNS1
GWAS_Catalog_2023	Cholesterol To Total Lipids Ratio In Large LDL	2/52	1.134944e-02	8.004193e-02	0	0	1.325867e+01	5.938009e+01	HLA-B;SYNE2
GWAS_Catalog_2023	Nonatopic Asthma	2/52	1.134944e-02	8.004193e-02	0	0	1.325867e+01	5.938009e+01	HLA-DRB1;HLA-DQB1
GWAS_Catalog_2023	Red Blood Cell Count	8/1001	1.178757e-02	8.004193e-02	0	0	2.826452e+00	1.255145e+01	SPTA1;TG;PLIN4;LMO7;IQGAP2;PLEC;MYLK;TNS1
GWAS_Catalog_2023	Diastolic Blood Pressure	7/803	1.184726e-02	8.004193e-02	0	0	3.060621e+00	1.357587e+01	TNXB;SYNPO2;SORBS3;PPL;MYH6;TTN;TNS1
GWAS_Catalog_2023	Youthful Appearance (Self-Reported)	2/54	1.219974e-02	8.004193e-02	0	0	1.274744e+01	5.616954e+01	AKAP12;SYNE2
GWAS_Catalog_2023	Concentration Of HDL Particles	2/54	1.219974e-02	8.004193e-02	0	0	1.274744e+01	5.616954e+01	HLA-B;RRBP1
GWAS_Catalog_2023	Waist-hip Index	6/625	1.271052e-02	8.004193e-02	0	0	3.343930e+00	1.459734e+01	TNXB;AHNAK;COL6A2;HLA-B;HLA-C;HLA-DQB1
GWAS_Catalog_2023	Phospholipids To Total Lipids Ratio In Large HDL	2/56	1.307713e-02	8.004193e-02	0	0	1.227407e+01	5.323131e+01	HLA-DRB5;HLA-B
GWAS_Catalog_2023	Cutaneous Malignant Melanoma	2/58	1.398126e-02	8.004193e-02	0	0	1.183452e+01	5.053386e+01	AKAP12;SYNE2
GWAS_Catalog_2023	Total Lipid Levels In HDL	2/58	1.398126e-02	8.004193e-02	0	0	1.183452e+01	5.053386e+01	HLA-DRB5;RRBP1
GWAS_Catalog_2023	Linoleic Acid Levels	2/59	1.444324e-02	8.004193e-02	0	0	1.162632e+01	4.926685e+01	HLA-B;HLA-DQB1
GWAS_Catalog_2023	Appendicular Lean Mass	7/836	1.452397e-02	8.004193e-02	0	0	2.933721e+00	1.241537e+01	TNXB;LAMA2;COL6A2;TNC;PPL;HLA-DRB1;SYNE1
GWAS_Catalog_2023	Takayasu Arteritis	2/61	1.538680e-02	8.004193e-02	0	0	1.123107e+01	4.688126e+01	HLA-B;HLA-DQB1
GWAS_Catalog_2023	Serum Levels Of Protein POFUT2	1/5	1.540560e-02	8.004193e-02	0	0	8.169672e+01	3.409224e+02	TNC
GWAS_Catalog_2023	Cervical Intraepithelial Neoplasia Grade 3 And Invasive Cervical Cancer	1/5	1.540560e-02	8.004193e-02	0	0	8.169672e+01	3.409224e+02	HLA-B
GWAS_Catalog_2023	Phosphatidylcholine-2O 32:0 [M+H]1+ Levels	1/5	1.540560e-02	8.004193e-02	0	0	8.169672e+01	3.409224e+02	SYNE2
GWAS_Catalog_2023	Adrenomedullin Levels	1/5	1.540560e-02	8.004193e-02	0	0	8.169672e+01	3.409224e+02	HLA-C
GWAS_Catalog_2023	Asthma And Major Depressive Disorder	1/5	1.540560e-02	8.004193e-02	0	0	8.169672e+01	3.409224e+02	HLA-DQB1
GWAS_Catalog_2023	Serum Levels Of Protein LRPAP1	1/5	1.540560e-02	8.004193e-02	0	0	8.169672e+01	3.409224e+02	HLA-B
GWAS_Catalog_2023	Sick Sinus Syndrome	1/5	1.540560e-02	8.004193e-02	0	0	8.169672e+01	3.409224e+02	TTN
GWAS_Catalog_2023	Thioproline Levels In Elite Athletes	1/5	1.540560e-02	8.004193e-02	0	0	8.169672e+01	3.409224e+02	LAMC3
GWAS_Catalog_2023	Opioid Dependence	1/5	1.540560e-02	8.004193e-02	0	0	8.169672e+01	3.409224e+02	TACC2
GWAS_Catalog_2023	Phosphatidylglycerol-O 40:0 [M-H]1- Levels	1/5	1.540560e-02	8.004193e-02	0	0	8.169672e+01	3.409224e+02	SYNE2
GWAS_Catalog_2023	Protein Eva-1 Homolog C Levels (EVA1C.7008.13.3)	1/5	1.540560e-02	8.004193e-02	0	0	8.169672e+01	3.409224e+02	TNC
GWAS_Catalog_2023	Ceramide (D18:1/20:0, D16:1/22:0, D20:1/18:0) Levels In Elite Athletes	1/5	1.540560e-02	8.004193e-02	0	0	8.169672e+01	3.409224e+02	SYNE2
GWAS_Catalog_2023	Ceramide (D16:1/24:1, D18:1/22:1) Levels In Elite Athletes	1/5	1.540560e-02	8.004193e-02	0	0	8.169672e+01	3.409224e+02	SYNE2
GWAS_Catalog_2023	Aging (Time To Event)	1/5	1.540560e-02	8.004193e-02	0	0	8.169672e+01	3.409224e+02	COL6A3
GWAS_Catalog_2023	IgE Levels In Asthmatics	1/5	1.540560e-02	8.004193e-02	0	0	8.169672e+01	3.409224e+02	SYNPO2
GWAS_Catalog_2023	Lysophosphatidylcholine (15-MHDA) [Sn2] Levels	1/5	1.540560e-02	8.004193e-02	0	0	8.169672e+01	3.409224e+02	COL6A3
GWAS_Catalog_2023	Ubiquitin Carboxyl-Terminal Hydrolase 25 Levels	1/5	1.540560e-02	8.004193e-02	0	0	8.169672e+01	3.409224e+02	TNXB
GWAS_Catalog_2023	Ceramide (D17:1/18:0) Levels	1/5	1.540560e-02	8.004193e-02	0	0	8.169672e+01	3.409224e+02	SYNE2
GWAS_Catalog_2023	Dihexosylceramide (D16:1/24:1) Levels	1/5	1.540560e-02	8.004193e-02	0	0	8.169672e+01	3.409224e+02	SYNE2
GWAS_Catalog_2023	Monohexosylceramide (D16:1/24:0) Levels	1/5	1.540560e-02	8.004193e-02	0	0	8.169672e+01	3.409224e+02	SYNE2
GWAS_Catalog_2023	Ceramide (D16:1/16:0) Levels	1/5	1.540560e-02	8.004193e-02	0	0	8.169672e+01	3.409224e+02	SYNE2
GWAS_Catalog_2023	Myocardial Fractal Dimension (Slice 2)	1/5	1.540560e-02	8.004193e-02	0	0	8.169672e+01	3.409224e+02	TTN
GWAS_Catalog_2023	Oxalate (Ethanedioate) Levels In Elite Athletes	1/5	1.540560e-02	8.004193e-02	0	0	8.169672e+01	3.409224e+02	MYLK
GWAS_Catalog_2023	Dihydroorotate Levels In Elite Athletes	1/5	1.540560e-02	8.004193e-02	0	0	8.169672e+01	3.409224e+02	SYNE2
GWAS_Catalog_2023	Ceramide (D17:1/20:0) Levels	1/5	1.540560e-02	8.004193e-02	0	0	8.169672e+01	3.409224e+02	SYNE2
GWAS_Catalog_2023	Gastrokine-2 Levels	1/5	1.540560e-02	8.004193e-02	0	0	8.169672e+01	3.409224e+02	MUC5AC
GWAS_Catalog_2023	Cervical Dysplasia	1/5	1.540560e-02	8.004193e-02	0	0	8.169672e+01	3.409224e+02	HLA-B
GWAS_Catalog_2023	Triacylglycerol 46:5 [M+NH4]1+ Levels	1/5	1.540560e-02	8.004193e-02	0	0	8.169672e+01	3.409224e+02	SYNE2
GWAS_Catalog_2023	Sphingomyelin 40:2 [M+H]1+ Levels	1/5	1.540560e-02	8.004193e-02	0	0	8.169672e+01	3.409224e+02	SYNE2
GWAS_Catalog_2023	Sphingomyelin (D18:1/20:0) levels/Sphingomyelin (D16:1/22:0) Levels	1/5	1.540560e-02	8.004193e-02	0	0	8.169672e+01	3.409224e+02	SYNE2
GWAS_Catalog_2023	Sphingomyelin (D16:1/23:0) levels/Sphingomyelin (D17:1/22:0) Levels	1/5	1.540560e-02	8.004193e-02	0	0	8.169672e+01	3.409224e+02	SYNE2
GWAS_Catalog_2023	Sphingomyelin (D19:1/24:1) Levels	1/5	1.540560e-02	8.004193e-02	0	0	8.169672e+01	3.409224e+02	SYNE2
GWAS_Catalog_2023	Sphingomyelin (D18:0/16:0) Levels	1/5	1.540560e-02	8.004193e-02	0	0	8.169672e+01	3.409224e+02	SYNE2
GWAS_Catalog_2023	Letter-number Span Reordering	1/5	1.540560e-02	8.004193e-02	0	0	8.169672e+01	3.409224e+02	NEB
GWAS_Catalog_2023	Sphingomyelin (D17:1/16:0) Levels	1/5	1.540560e-02	8.004193e-02	0	0	8.169672e+01	3.409224e+02	SYNE2
GWAS_Catalog_2023	Vaginal Microbiome MetaCyc Pathway (PWY-6383|mono-trans, Poly-Cis Decaprenyl Phosphate Biosynthesis)	1/5	1.540560e-02	8.004193e-02	0	0	8.169672e+01	3.409224e+02	OBSCN
GWAS_Catalog_2023	Vaginal Microbiome MetaCyc Pathway (PWY-6519|8-amino-7-oxononanoate Biosynthesis I)	1/5	1.540560e-02	8.004193e-02	0	0	8.169672e+01	3.409224e+02	MYH11
GWAS_Catalog_2023	Deep Ovarian And/Or Rectovaginal Disease With Dense Adhesions	1/5	1.540560e-02	8.004193e-02	0	0	8.169672e+01	3.409224e+02	LAMC3
GWAS_Catalog_2023	Sphingomyelin 37:1 [M+H]1+ Levels	1/5	1.540560e-02	8.004193e-02	0	0	8.169672e+01	3.409224e+02	SYNE2
GWAS_Catalog_2023	Anxiety In Major Depressive Disorder	1/5	1.540560e-02	8.004193e-02	0	0	8.169672e+01	3.409224e+02	DMD
GWAS_Catalog_2023	Apolipoprotein M Levels	1/5	1.540560e-02	8.004193e-02	0	0	8.169672e+01	3.409224e+02	HLA-DQB1
GWAS_Catalog_2023	Sphingomyelin (D18:0/20:0, D16:0/22:0) Levels	1/5	1.540560e-02	8.004193e-02	0	0	8.169672e+01	3.409224e+02	SYNE2
GWAS_Catalog_2023	Sphingomyelin (D18:1/20:0, D16:1/22:0) Levels	1/5	1.540560e-02	8.004193e-02	0	0	8.169672e+01	3.409224e+02	SYNE2
GWAS_Catalog_2023	Sphingomyelin (D18:1/22:1, D18:2/22:0, D16:1/24:1) Levels	1/5	1.540560e-02	8.004193e-02	0	0	8.169672e+01	3.409224e+02	SYNE2
GWAS_Catalog_2023	Palmitoyl Dihydrosphingomyelin (D18:0/16:0) Levels	1/5	1.540560e-02	8.004193e-02	0	0	8.169672e+01	3.409224e+02	SYNE2
GWAS_Catalog_2023	Predicted Heart Recovery Rate	1/5	1.540560e-02	8.004193e-02	0	0	8.169672e+01	3.409224e+02	MYH6
GWAS_Catalog_2023	Response To Bupropion And Depression	1/5	1.540560e-02	8.004193e-02	0	0	8.169672e+01	3.409224e+02	TNC
GWAS_Catalog_2023	Nevus Count Or Cutaneous Melanoma	2/63	1.635622e-02	8.004193e-02	0	0	1.086175e+01	4.467597e+01	AKAP12;SYNE2
GWAS_Catalog_2023	Amyotrophic Lateral Sclerosis (Sporadic)	2/63	1.635622e-02	8.004193e-02	0	0	1.086175e+01	4.467597e+01	LAMA2;SYNPO2
GWAS_Catalog_2023	Resting Heart Rate	2/63	1.635622e-02	8.004193e-02	0	0	1.086175e+01	4.467597e+01	MYH11;MYH6
GWAS_Catalog_2023	Triglycerides To Total Lipids Ratio In IDL	2/63	1.635622e-02	8.004193e-02	0	0	1.086175e+01	4.467597e+01	HLA-B;SYNE2
GWAS_Catalog_2023	Cholesterol To Total Lipids Ratio In IDL	2/64	1.685052e-02	8.004193e-02	0	0	1.068602e+01	4.363502e+01	HLA-B;SYNE2
GWAS_Catalog_2023	Autoimmune Traits	2/64	1.685052e-02	8.004193e-02	0	0	1.068602e+01	4.363502e+01	TG;HLA-DQB1
GWAS_Catalog_2023	Alzheimer's Disease (Late Onset)	2/65	1.735115e-02	8.004193e-02	0	0	1.051587e+01	4.263236e+01	AHNAK;HLA-DRB1
GWAS_Catalog_2023	Myocardial Infarction	3/180	1.839310e-02	8.004193e-02	0	0	5.676817e+00	2.268331e+01	COL6A3;PDLIM5;TNS1
GWAS_Catalog_2023	Creatinine Levels	4/326	1.843978e-02	8.004193e-02	0	0	4.201328e+00	1.677693e+01	LAMA5;OBSCN;PLIN4;PLEC
GWAS_Catalog_2023	Serum Levels Of Protein SEPT10	1/6	1.845859e-02	8.004193e-02	0	0	6.535410e+01	2.609083e+02	C8A
GWAS_Catalog_2023	Serum Levels Of Protein ISG15	1/6	1.845859e-02	8.004193e-02	0	0	6.535410e+01	2.609083e+02	TNXB
GWAS_Catalog_2023	Serum Glutamic-Pyruvic Transaminase Levels	1/6	1.845859e-02	8.004193e-02	0	0	6.535410e+01	2.609083e+02	LAMA5
GWAS_Catalog_2023	Diacylglycerol 42:7 [M+H-H2O]1+ Levels	1/6	1.845859e-02	8.004193e-02	0	0	6.535410e+01	2.609083e+02	SYNE2
GWAS_Catalog_2023	Bilirubin (Z,Z) Levels In Elite Athletes	1/6	1.845859e-02	8.004193e-02	0	0	6.535410e+01	2.609083e+02	PARP4
GWAS_Catalog_2023	Serum Manganese Levels	1/6	1.845859e-02	8.004193e-02	0	0	6.535410e+01	2.609083e+02	AKAP12
GWAS_Catalog_2023	Left Ventricular End-Diastolic Volume	1/6	1.845859e-02	8.004193e-02	0	0	6.535410e+01	2.609083e+02	TTN
GWAS_Catalog_2023	Anthracycline-induced Cardiotoxicity In Early Breast Cancer	1/6	1.845859e-02	8.004193e-02	0	0	6.535410e+01	2.609083e+02	PRUNE2
